L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Optimal Seeds,"Optimal Seeds White Long Brinjal/Eggplant Vegetable Seeds, 100 pcs","Optimal Seeds White Long Brinjal Eggplant Vegetable Seeds is a member of the nightshade family. The brinjal is white-coloured and edible. The skin of the long white brinjal is tough. Planting seed is an inexpensive way to grow your favourite plants. Growing plants from seed have many good benefits. You will save money and can choose from varieties far beyond those locally available, you can also experience the joy of watching a lifeless seed sprout into a living plant. Now growing White Long Brinjal Eggplant is easy in the comfort of your home so that you can enjoy what you have planted. We bring to you the best quality White Long Brinjal Eggplant seeds that are easy to plant, cultivate and grow.",100 pcs,pcs,100 pcs,100,1,250,149,"Roundfigure Retail Private Limited,Optimal Seeds, A Unit of Roundfigure Retail Private Limited, Bachupally, Hyderabad - 500090 - Email: support@optimalseeds.in",India,['40288294'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40288294_1-optimal-seeds-white-long-brinjaleggplant-vegetable-seeds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288294-2_1-optimal-seeds-white-long-brinjaleggplant-vegetable-seeds.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. High Quality
2. Washed and treated
3. Easy to grow
4. High Yielding
5. High Germination
6. Free from Pests & Disease.","1. For best results first sow the seeds in coco peat and then transplant them.
2. Suitable for Ground or Pots on a Balcony.","['EAN Code: 40288294', 'Manufactured & Marketed by:Roundfigure Retail Private Limited,Optimal Seeds, A Unit of Roundfigure Retail Private Limited, Bachupally, Hyderabad - 500090 - Email: support@optimalseeds.in', 'Country of origin: India', '","Roundfigure Retail Private Limited,Optimal Seeds, A Unit of Roundfigure Retail Private Limited, Bachupally, Hyderabad - 500090 - Email: support@optimalseeds.in",-,-,-,-,-,-,"1. Brand :- Optimal Seeds.
2. Type :- Seeds.
3. Material :- White Long Brinjal Eggplant Vegetable Seeds.
4. Dimensions :- 152X102X114mm
5. Weight :- 25 Grams.
6. Light Rating :- Full Sun.
7. Minimum Sunlight :- 6 - 8 Hours.
8. Germination Time :- 7 - 14 Days.
9. Harvest Time :- 120 - 140 Days
10. Suitable For :- Ground or Pots.
11. Package Content :- Pack of 100 Seeds.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Optimal Seeds,"Optimal Seeds White Radish Vegetable Seeds, 100 pcs","Planting Optimal Seeds White Radish Vegetable Seeds is an inexpensive way to grow your favourite plants. Growing plants from seed have many good benefits. You will save money and can choose from varieties far beyond those locally available, you can also experience the joy of watching a lifeless seed sprout into a living plant. Germination depends on a suitable climate, suitable temperature, and preparation of soil. We have no control over those. Now growing White Radish is easy in the comfort of your home so that you can enjoy what you have planted. We bring to you the best quality White Radish seeds that are easy to plant, cultivate and grow.",100 pcs,pcs,100 pcs,100,1,250,149,"Roundfigure Retail Private Limited,Optimal Seeds, A Unit of Roundfigure Retail Private Limited, Bachupally, Hyderabad - 500090 - Email: support@optimalseeds.in",India,['40288279'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40288279_1-optimal-seeds-white-radish-vegetable-seeds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288279-2_1-optimal-seeds-white-radish-vegetable-seeds.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. High Quality
2. Washed and treated
3. Easy to grow
4. High Yielding
5. High Germination
6. Free from Pests & Disease.","1. For best results first sow the seeds in coco peat and then transplant them.
2. Suitable for Ground or Pots on a Balcony.","['EAN Code: 40288279', 'Manufactured & Marketed by:Roundfigure Retail Private Limited,Optimal Seeds, A Unit of Roundfigure Retail Private Limited, Bachupally, Hyderabad - 500090 - Email: support@optimalseeds.in', 'Country of origin: India', '","Roundfigure Retail Private Limited,Optimal Seeds, A Unit of Roundfigure Retail Private Limited, Bachupally, Hyderabad - 500090 - Email: support@optimalseeds.in",-,-,-,-,-,-,"1. Brand :- Optimal Seeds.
2. Type :- Seeds.
3. Material :- White Radish Vegetable Seeds.
4. Dimensions :- 152X102X99mm
5. Weight :- 25 Grams.
6. Light Rating :- Full Sun.
7. Minimum Sunlight :- 6+ Hours.
8. Germination Time :- 7 - 14 Days.
9. Harvest Time :- 30 - 40 Days.
10. Suitable For :- Ground or Pots.
11. Package Content :- Pack of 100 Seeds.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Optimal Seeds,"Optimal Seeds Yellow Capsicum Vegetable Seeds, 10 pcs","Planting Optimal Seeds Yellow Capsicum Seed is an inexpensive way to grow your favourite plants. Growing plants from seed have many good benefits. You will save money and can choose from varieties far beyond those locally available, you can also experience the joy of watching a lifeless seed sprout into a living plant. Yellow capsicum plants require more care and attention than most other vegetable crops to get a proper yield. Now growing Yellow Capsicum is easy in the comfort of your home so that you can enjoy what you have planted. We bring to you the best quality Yellow Capsicum seeds that are easy to plant, cultivate and grow.",10 pcs,pcs,10 pcs,10,1,250,149,"Roundfigure Retail Private Limited,Optimal Seeds, A Unit of Roundfigure Retail Private Limited, Bachupally, Hyderabad - 500090 - Email: support@optimalseeds.in",India,['40288276'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40288276_1-optimal-seeds-yellow-capsicum-vegetable-seeds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288276-2_1-optimal-seeds-yellow-capsicum-vegetable-seeds.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. High Quality
2. Washed and treated
3. Easy to grow
4. High Yielding
5. High Germination
6. Free from Pests & Disease.","1. For best results first sow the seeds in coco peat and then transplant them.
2. Suitable for Ground or Pots on a Balcony.","['EAN Code: 40288276', 'Manufactured & Marketed by:Roundfigure Retail Private Limited,Optimal Seeds, A Unit of Roundfigure Retail Private Limited, Bachupally, Hyderabad - 500090 - Email: support@optimalseeds.in', 'Country of origin: India', '","Roundfigure Retail Private Limited,Optimal Seeds, A Unit of Roundfigure Retail Private Limited, Bachupally, Hyderabad - 500090 - Email: support@optimalseeds.in",-,-,-,-,-,-,"1. Brand :- Optimal Seeds.
2. Type :- Seeds.
3. Material :- Yellow Capsicum Vegetable Seeds.
4. Dimensions :- 152X102X96 mm
5. Weight :- 25 Grams.
6. Light Rating :- Partial Sun.
7. Minimum Sunlight :- 4 - 5 Hours.
8. Germination Time :- 14 - 21 Days.
9. Harvest Time :- 80 - 90 Days.
10. Suitable For :- Ground or Pots.
11. Package Content :- Pack of 10 Seeds.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Optimal Seeds,"Optimal Seeds Yellow Cucumber Vegetable Seeds, 50 pcs","Optimal Seeds Yellow Cucumber Vegetable Seeds these cucumbers are larger oblong or oval-shaped and are usually cooked. It develops orange stripes while ripening. The colour inside is white. These cucumbers are sweeter and tangy than normal green cucumbers. Rich in water and fibre. Contains minerals like calcium, magnesium, potassium, and vitamins A, C and B6. Now growing Yellow Cucumber is easy in the comfort of your home so that you can enjoy what you have planted. We bring to you the best quality Yellow Cucumber seeds that are easy to plant, cultivate and grow.",50 pcs,pcs,50 pcs,50,1,250,149,"Roundfigure Retail Private Limited,Optimal Seeds, A Unit of Roundfigure Retail Private Limited, Bachupally, Hyderabad - 500090 - Email: support@optimalseeds.in",India,['40288285'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40288285_1-optimal-seeds-yellow-cucumber-vegetable-seeds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288285-2_1-optimal-seeds-yellow-cucumber-vegetable-seeds.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. High Quality
2. Washed and treated
3. Easy to grow
4. High Yielding
5. High Germination
6. Free from Pests & Disease.","1. For best results first sow the seeds in coco peat and then transplant them.
2. Suitable for Ground or Pots on a Balcony.","['EAN Code: 40288285', 'Manufactured & Marketed by:Roundfigure Retail Private Limited,Optimal Seeds, A Unit of Roundfigure Retail Private Limited, Bachupally, Hyderabad - 500090 - Email: support@optimalseeds.in', 'Country of origin: India', '","Roundfigure Retail Private Limited,Optimal Seeds, A Unit of Roundfigure Retail Private Limited, Bachupally, Hyderabad - 500090 - Email: support@optimalseeds.in",-,-,-,-,-,-,"1. Brand :- Optimal Seeds.
2. Type :- Seeds.
3. Material :- Yellow Cucumber Vegetable Seeds.
4. Dimensions :- 152X102X105mm
5. Weight :- 25 Grams.
6. Light Rating :- Partial Sun.
7. Minimum Sunlight :- 3 - 4 Hours.
8. Germination Time :- 7 - 14 Days.
9. Harvest Time :- 60 - 90 Days.
10. Suitable For :- Ground or Pots.
11. Package Content :- Pack of 50 Seeds.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Optimal Seeds,"Optimal Seeds Yellow Swiss Chard Vegetable Seeds, 20 pcs","Optimal Seeds Yellow Swiss Chard Vegetable Seeds are a popular leafy vegetable that is actually a beet but is grown specifically for its edible stems and leaves. This variety has broad, green leaves that are crunchy, and wrinkled, and the stems are thick and firm. Planting seed is an inexpensive way to grow your favourite plants. Growing plants from seed have many good benefits. You will save money and can choose from varieties far beyond those locally available, you can also experience the joy of watching a lifeless seed sprout into a living plant. Now growing Yellow Swiss Chard is easy in the comfort of your home so that you can enjoy what you have planted. We bring to you the best quality Yellow Swiss Chard seeds that are easy to plant, cultivate and grow.",20 pcs,pcs,20 pcs,20,1,250,149,"Roundfigure Retail Private Limited,Optimal Seeds, A Unit of Roundfigure Retail Private Limited, Bachupally, Hyderabad - 500090 - Email: support@optimalseeds.in",India,['40288295'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40288295_1-optimal-seeds-yellow-swiss-chard-vegetable-seeds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288295-2_1-optimal-seeds-yellow-swiss-chard-vegetable-seeds.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. High Quality
2. Washed and treated
3. Easy to grow
4. High Yielding
5. High Germination
6. Free from Pests & Disease.","1. For best results first sow the seeds in coco peat and then transplant them.
2. Suitable for Ground or Pots on a Balcony.","['EAN Code: 40288295', 'Manufactured & Marketed by:Roundfigure Retail Private Limited,Optimal Seeds, A Unit of Roundfigure Retail Private Limited, Bachupally, Hyderabad - 500090 - Email: support@optimalseeds.in', 'Country of origin: India', '","Roundfigure Retail Private Limited,Optimal Seeds, A Unit of Roundfigure Retail Private Limited, Bachupally, Hyderabad - 500090 - Email: support@optimalseeds.in",-,-,-,-,-,-,"1. Brand :- Optimal Seeds.
2. Type :- Seeds.
3. Material :- Yellow Swiss Chard Vegetable Seeds
4. Dimensions :- 152X102X115mm
5. Weight :- 25 Grams.
6. Light Rating :- Full Sun.
7. Minimum Sunlight :- 4 - 6 Hours.
8. Germination Time :- 7 - 14 Days.
9. Harvest Time :- 45 - 60  Days.
10. Suitable For :- Ground or Pots.
11. Package Content :- Pack of 20 Seeds.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Paudhe Se Yaari,"Paudhe Se Yaari Grow Your Own Basil Seeds Kit, 950 g","The journey from the garden to your plate is just a box away! If you¬¬ôve always wanted your own little kitchen garden, you can start today by using Paudhe Se Yaari Grow Your Own Kits. This kit is a perfect gift for all age groups. It is a gift that keeps on giving, as there is no joy like watching your own garden thrive and grow! Grow Your Own Kit contains environment-friendly coir pot, organic soil mix and superior quality seeds. 100% of organic material provides a perfect and healthy growing condition for seeds. Get complete customer support along with the instruction card and plant observation log.",950 g,g,950 g,1,1,365,328.5,Paudhe Se Yaari,India,['40172487'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40172487_5-paudhe-se-yaari-grow-your-own-basil-seeds-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172487-2_5-paudhe-se-yaari-grow-your-own-basil-seeds-kit.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Fill your pot with Paudhe Se Yaari All Purpose Soil Mix and get going! 
2. Sprinkle water. Moisten soil. Plant and gently press seeds. 
3. Name your seeds using popsicle sticks to keep them from disappearing. 
4. Enthusiastic seeds will take 7-10 days, while some introverted ones might take longer. 5. ¬¬úMoist & not drench¬¬ù should be your motto at this stage. 
6. A large plant will require a larger pot. Bury the small pot inside the bigger one or into your garden. 
7. Be pleased with yourself and enjoy.","['EAN Code: 40172487', 'Country of origin: India', 'Marketed by: Paudhe Se Yaari, Plot No: 221, Bata Showroom Lane, Towards Darga Road, Road No: 78, Filmnagar, Hyderabad - 500 033.', '","Paudhe Se Yaari, Plot No: 221, Bata Showroom Lane, Towards Darga Road, Road No: 78, Filmnagar, Hyderabad - 500 033.",-,-,-,-,-,-,"Brand: Paudhe Se Yaari
Product Name: Grow Your Own Basil Kit
Type of Product: Gardening Kit
Pack Content: 1 pack of seeds, 1 Coir Pot and 1 pack of Compost Soil
Box Dimension: 7x7x5 Inches
Product Weight: 950 grams",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Paudhe Se Yaari,"Paudhe Se Yaari Grow Your Own Cherry Tomatos Seeds Kit, 950 g","The journey from the garden to your plate is just a box away! If you¬¬ôve always wanted your own little kitchen garden, you can start today by using Paudhe Se Yaari Grow Your Own Kits. This kit is a perfect gift for all age groups. It is a gift that keeps on giving, as there is no joy like watching your own garden thrive and grow! Grow Your Own Kit contains environment-friendly coir pot, organic soil mix and superior quality seeds. 100% of organic material provides a perfect and healthy growing condition for seeds. Get complete customer support along with the instruction card and plant observation log.",950 g,g,950 g,1,1,365,328.5,Paudhe Se Yaari,India,['40172477'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40172477_5-paudhe-se-yaari-grow-your-own-cherry-tomatos-seeds-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172477-2_5-paudhe-se-yaari-grow-your-own-cherry-tomatos-seeds-kit.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Fill your pot with Paudhe Se Yaari All Purpose Soil Mix and get going! 
2. Sprinkle water. Moisten soil. Plant and gently press seeds. 
3. Name your seeds using popsicle sticks to keep them from disappearing. 
4. Enthusiastic seeds will take 7-10 days, while some introverted ones might take longer.
5. ¬¬úMoist & not drench¬¬ù should be your motto at this stage. 
6. A large plant will require a larger pot. Bury the small pot inside the bigger one or into your garden. 
7. Be pleased with yourself and enjoy.","['EAN Code: 40172477', 'Country of origin: India', 'Marketed by: Paudhe Se Yaari, Plot No: 221, Bata Showroom Lane, Towards Darga Road, Road No: 78, Filmnagar, Hyderabad - 500 033.', '","Paudhe Se Yaari, Plot No: 221, Bata Showroom Lane, Towards Darga Road, Road No: 78, Filmnagar, Hyderabad - 500 033.",-,-,-,-,-,-,"Brand : Paudhe Se Yaari
Product Name: Grow Your Own Cherry Tomato Kit
Type of Product: Gardening Kit
Pack Content: 1 pack of seeds, 1 Coir Pot and 1 pack of Compost Soil
Box Dimension: 7x7x5 Inches
Product Weight: 950 grams",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Paudhe Se Yaari,"Paudhe Se Yaari Grow Your Own Dill Seeds Kit, 950 g","The journey from the garden to your plate is just a box away! If you¬¬ôve always wanted your own little kitchen garden, you can start today by using Paudhe Se Yaari Grow Your Own Kits. This kit is a perfect gift for all age groups. It is a gift that keeps on giving, as there is no joy like watching your own garden thrive and grow! Grow Your Own Kit contains environment-friendly coir pot, organic soil mix and superior quality seeds. 100% of organic material provides a perfect and healthy growing condition for seeds. Get complete customer support along with the instruction card and plant observation log.",950 g,g,950 g,1,1,365,329,Paudhe Se Yaari,India,['40172479'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40172479_5-paudhe-se-yaari-grow-your-own-dill-seeds-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172479-2_5-paudhe-se-yaari-grow-your-own-dill-seeds-kit.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Fill your pot with Paudhe Se Yaari All Purpose Soil Mix and get going! 
2. Sprinkle water. Moisten soil. Plant and gently press seeds. 
3. Name your seeds using popsicle sticks to keep them from disappearing. 
4. Enthusiastic seeds will take 7-10 days, while some introverted ones might take longer.
5. ¬¬úMoist & not drench¬¬ù should be your motto at this stage. 
6. A large plant will require a larger pot. Bury the small pot inside the bigger one or into your garden. 
7. Be pleased with yourself and enjoy.","['EAN Code: 40172479', 'Country of origin: India', 'Marketed by: Paudhe Se Yaari, Plot No: 221, Bata Showroom Lane, Towards Darga Road, Road No: 78, Filmnagar, Hyderabad - 500 033.', '","Paudhe Se Yaari, Plot No: 221, Bata Showroom Lane, Towards Darga Road, Road No: 78, Filmnagar, Hyderabad - 500 033.",-,-,-,-,-,-,"Brand: Paudhe Se Yaari
Product Name: Grow Your Own Dill Kit
Type of Product: Gardening Kit
Pack Content: 1 pack of seeds, 1 Coir Pot and 1 pack of Compost Soil
Box Dimension: 7x7x5 Inches
Product Weight: 950 grams",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Paudhe Se Yaari,"Paudhe Se Yaari Grow Your Own Oregano Seeds Kit, 950 g","The journey from the garden to your plate is just a box away! If you¬¬ôve always wanted your own little kitchen garden, you can start today by using Paudhe Se Yaari Grow Your Own Kits. This kit is a perfect gift for all age groups. It is a gift that keeps on giving, as there is no joy like watching your own garden thrive and grow! Grow Your Own Kit contains environment-friendly coir pot, organic soil mix and superior quality seeds. 100% of organic material provides a perfect and healthy growing condition for seeds. Get complete customer support along with the instruction card and plant observation log.",950 g,g,950 g,1,1,365,329,Paudhe Se Yaari,India,['40172482'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40172482_5-paudhe-se-yaari-grow-your-own-oregano-seeds-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172482-2_5-paudhe-se-yaari-grow-your-own-oregano-seeds-kit.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Fill your pot with Paudhe Se Yaari All Purpose Soil Mix and get going! 
2. Sprinkle water. Moisten soil. Plant and gently press seeds. 
3. Name your seeds using popsicle sticks to keep them from disappearing. 
4. Enthusiastic seeds will take 7-10 days, while some introverted ones might take longer. 5. ¬¬úMoist & not drench¬¬ù should be your motto at this stage. 
6. A large plant will require a larger pot. Bury the small pot inside the bigger one or into your garden. 
7. Be pleased with yourself and enjoy.","['EAN Code: 40172482', 'Country of origin: India', 'Marketed by: Paudhe Se Yaari, Plot No: 221, Bata Showroom Lane, Towards Darga Road, Road No: 78, Filmnagar, Hyderabad - 500 033.', '","Paudhe Se Yaari, Plot No: 221, Bata Showroom Lane, Towards Darga Road, Road No: 78, Filmnagar, Hyderabad - 500 033.",-,-,-,-,-,-,"Brand: Paudhe Se Yaari 
Product Name: Grow Your Own Oregano Kit
Type of Product: Gardening Kit
Pack Content: 1 pack of seeds, 1 Coir Pot and 1 pack of Compost Soil
Box Dimension: 7x7x5 Inches
Product Weight: 950 grams",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Paudhe Se Yaari,"Paudhe Se Yaari Grow Your Own Parsley Seeds Kit, 950 g","The journey from the garden to your plate is just a box away! If you¬¬ôve always wanted your own little kitchen garden, you can start today by using Paudhe Se Yaari Grow Your Own Kits. This kit is a perfect gift for all age groups. It is a gift that keeps on giving, as there is no joy like watching your own garden thrive and grow! Grow Your Own Kit contains environment-friendly coir pot, organic soil mix and superior quality seeds. 100% of organic material provides a perfect and healthy growing condition for seeds. Get complete customer support along with the instruction card and plant observation log.",950 g,g,950 g,1,1,365,279,Paudhe Se Yaari,India,['40172480'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40172480_5-paudhe-se-yaari-grow-your-own-parsley-seeds-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172480-2_5-paudhe-se-yaari-grow-your-own-parsley-seeds-kit.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Fill your pot with Paudhe Se Yaari All Purpose Soil Mix and get going! 
2. Sprinkle water. Moisten soil. Plant and gently press seeds. 
3. Name your seeds using popsicle sticks to keep them from disappearing. 
4. Enthusiastic seeds will take 7-10 days, while some introverted ones might take longer.
5. ¬¬úMoist & not drench¬¬ù should be your motto at this stage. 
6. A large plant will require a larger pot. Bury the small pot inside the bigger one or into your garden. 
7. Be pleased with yourself and enjoy.","['EAN Code: 40172480', 'Country of origin: India', 'Marketed by: Paudhe Se Yaari, Plot No: 221, Bata Showroom Lane, Towards Darga Road, Road No: 78, Filmnagar, Hyderabad - 500 033.', '","Paudhe Se Yaari, Plot No: 221, Bata Showroom Lane, Towards Darga Road, Road No: 78, Filmnagar, Hyderabad - 500 033.",-,-,-,-,-,-,"Brand: Paudhe Se Yaari
Product Name: Grow Your Own Parsley Kit
Type of Product: Gardening Kit
Pack Content: 1 pack of seeds, 1 Coir Pot and 1 pack of Compost Soil
Box Dimension: 7x7x5 Inches
Product Weight: 950 grams",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Paudhe Se Yaari,"Paudhe Se Yaari Grow Your Own Peppermint Seeds Kit, 950 g","The journey from the garden to your plate is just a box away! If you¬¬ôve always wanted your own little kitchen garden, you can start today by using Paudhe Se Yaari Grow Your Own Kits. This kit is a perfect gift for all age groups. It is a gift that keeps on giving, as there is no joy like watching your own garden thrive and grow! Grow Your Own Kit contains environment-friendly coir pot, organic soil mix and superior quality seeds. 100% of organic material provides a perfect and healthy growing condition for seeds. Get complete customer support along with the instruction card and plant observation log.",950 g,g,950 g,1,1,365,328.5,Paudhe Se Yaari,India,['40172486'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40172486_4-paudhe-se-yaari-grow-your-own-peppermint-seeds-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172486-2_6-paudhe-se-yaari-grow-your-own-peppermint-seeds-kit.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Fill your pot with Paudhe Se Yaari All Purpose Soil Mix and get going! 
2. Sprinkle water. Moisten soil. Plant and gently press seeds. 
3. Name your seeds using popsicle sticks to keep them from disappearing. 
4. Enthusiastic seeds will take 7-10 days, while some introverted ones might take longer. 5. ¬¬úMoist & not drench¬¬ù should be your motto at this stage. 
6. A large plant will require a larger pot. Bury the small pot inside the bigger one or into your garden. 
7. Be pleased with yourself and enjoy.","['EAN Code: 40172486', 'Country of origin: India', 'Marketed by: Paudhe Se Yaari, Plot No: 221, Bata Showroom Lane, Towards Darga Road, Road No: 78, Filmnagar, Hyderabad - 500 033.', '","Paudhe Se Yaari, Plot No: 221, Bata Showroom Lane, Towards Darga Road, Road No: 78, Filmnagar, Hyderabad - 500 033.",-,-,-,-,-,-,"Brand: Paudhe Se Yaari 
Product Name: Grow Your Own Peppermint Kit
Type of Product: Gardening Kit
Pack Content: 1 pack of seeds, 1 Coir Pot and 1 pack of Compost Soil
Box Dimension: 7x7x5 Inches
Product Weight: 950 grams",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Paudhe Se Yaari,"Paudhe Se Yaari Grow Your Own Red Chillis Seeds Kit, 950 g","The journey from the garden to your plate is just a box away! If you¬¬ôve always wanted your own little kitchen garden, you can start today by using Paudhe Se Yaari Grow Your Own Kits. This kit is a perfect gift for all age groups. It is a gift that keeps on giving, as there is no joy like watching your own garden thrive and grow! Grow Your Own Kit contains environment-friendly coir pot, organic soil mix and superior quality seeds. 100% of organic material provides a perfect and healthy growing condition for seeds. Get complete customer support along with the instruction card and plant observation log.",950 g,g,950 g,1,1,365,328.5,Paudhe Se Yaari,India,['40172483'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40172483_4-paudhe-se-yaari-grow-your-own-red-chillis-seeds-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172483-2_5-paudhe-se-yaari-grow-your-own-red-chillis-seeds-kit.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Fill your pot with Paudhe Se Yaari All Purpose Soil Mix and get going! 
2. Sprinkle water. Moisten soil. Plant and gently press seeds. 
3. Name your seeds using popsicle sticks to keep them from disappearing. 
4. Enthusiastic seeds will take 7-10 days, while some introverted ones might take longer. 5. ¬¬úMoist & not drench¬¬ù should be your motto at this stage. 
6. A large plant will require a larger pot. Bury the small pot inside the bigger one or into your garden. 
7. Be pleased with yourself and enjoy.","['EAN Code: 40172483', 'Country of origin: India', 'Marketed by: Paudhe Se Yaari, Plot No: 221, Bata Showroom Lane, Towards Darga Road, Road No: 78, Filmnagar, Hyderabad - 500 033.', '","Paudhe Se Yaari, Plot No: 221, Bata Showroom Lane, Towards Darga Road, Road No: 78, Filmnagar, Hyderabad - 500 033.",-,-,-,-,-,-,"Brand: Paudhe Se Yaari
Product Name: Grow Your Own Red Chillis Kit
Type of Product: Gardening Kit
Pack Content: 1 pack of seeds, 1 Coir Pot and 1 pack of Compost Soil
Box Dimension: 7x7x5 Inches
Product Weight: 950 grams",-
