L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Specification,About
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Vinod,"Vinod Aluminium Appachetty - Non Stick Coated, 20 cm, 3 mm, with Lid, Backlite Handle, Zest, 1 pc 85","Vinod Non-stick Appachetty / Chetty Pan with Lid. It is made with high-quality aluminium, which helps in the even distribution of heat. It is an ideal cookware for any kitchen. It is easy to clean, wash and is long-lasting. This cookware is used for preparing and cooking food or stylishly serving food. It doesn't burn food and retains essential minerals in food as it has a non-stick coating. This pan is traditionally used to make kuzhi appam or Vella appam. It has a comfortable handle which makes it easy to carry and handle. It is compatible with the gas stove.",1 pc 85,pcs,1 pc 85,1,1,980,879,VINOD COOKWARE,India,['40222908'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40222908_1-vinod-zest-appachetty-with-lid-non-stick-20-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222908-2_1-vinod-zest-appachetty-with-lid-non-stick-20-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222908-3_1-vinod-zest-appachetty-with-lid-non-stick-20-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222908-4_1-vinod-zest-appachetty-with-lid-non-stick-20-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222908-5_1-vinod-zest-appachetty-with-lid-non-stick-20-cm.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is made with heavy-duty aluminium material.
This is highly durable and long-lasting.
It ensures even heat distribution and fast cooking. 
It has a comfortable handle making it easy to carry. 
It is easy to clean, wash and is long-lasting.",It is used for making œvella appamœ or œkuzhi appam.,"[{'EAN Code': '40222908'}, {'Manufacturer Name & ': 'VINOD COOKWARE'}, {'Marketed by': 'Sanjay Stainless Steel Works,G-66,SARVODAYA NAGAR, 1ST PANJARAPOLE LANE, CHARNI ROAD (EAST), MUMBAI 400004'}, {'Country of Origin': 'India'}]","Sanjay Stainless Steel Works,G-66,SARVODAYA NAGAR, 1ST PANJARAPOLE LANE, CHARNI ROAD (EAST), MUMBAI 400004",-,-,-,-,"Brand:- Vinod. 
Type:- Appachetty.
Material:- Aluminium.
Colour:- Blue/Black.
Features:- Metal Spoon Friendly, Heat resistant,100% Virgin aluminium, Non-stick Tawa.
Material Grade:- Aluminium.
Thickness:- 3 mm.
Non-Stick:- Yes.
Induction Friendly:- No.
Handle Material :- Bakelite.
Handle Included:- Yes.
Lid Included:- Yes.
Lid Material:- Stainless Steel.
Package Content :- 1 Pc Appachetty w/lid.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Vinod,"Vinod Aluminium Fry Pan - Non Stick Coated, 43.5 cm, 3 mm, with Lid, Backlite Handle, 1 pc 78","Vinod Deep Fry Pan is made with high quality non-stick aluminium, that helps in even distribution of heat. It is an ideal cookware for any kitchen. It is easy to clean, wash and is long lasting. These cookware is used for preparing and cooking food or stylishly serving food. It doesn't burn food and retains essential minerals in food as it has a non-stick coating. The fry pan is used for frying, searing, and browning foods. It has a comfortable handle which makes it easy to carry and handle. It is compatible over gas stove.",1 pc 78,pcs,1 pc 78,1,1,1380,1249,VINOD COOKWARE,India,['40222899'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40222899_1-vinod-deep-frypan-with-lid-non-stick-24-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222899-2_1-vinod-deep-frypan-with-lid-non-stick-24-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222899-3_1-vinod-deep-frypan-with-lid-non-stick-24-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222899-4_1-vinod-deep-frypan-with-lid-non-stick-24-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222899-5_1-vinod-deep-frypan-with-lid-non-stick-24-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222899-6_1-vinod-deep-frypan-with-lid-non-stick-24-cm.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is made from high-quality non-stick aluminium. 
This is highly durable and long-lasting. 
It ensures even heat distribution and fast cooking. 
It has a comfortable handle making it easy to carry.
It is easy to clean, wash and is long-lasting.","It is ideal to make fries, sauces, soups, and stews.
Always make sure to preheat the pan before cooking.","[{'EAN Code': '40222899'}, {'Manufacturer Name & ': 'VINOD COOKWARE'}, {'Marketed by': 'Sanjay Stainless Steel Works,G-66,SARVODAYA NAGAR, 1ST PANJARAPOLE LANE, CHARNI ROAD (EAST), MUMBAI 400004'}, {'Country of Origin': 'India'}]","Sanjay Stainless Steel Works,G-66,SARVODAYA NAGAR, 1ST PANJARAPOLE LANE, CHARNI ROAD (EAST), MUMBAI 400004",-,-,-,-,"Brand:- Vinod. 
Type:- Frying pan. 
Material:- Aluminium.
Colour:- Blue/Black.
Dimensions(LxBxH):24x43.5x11 cm
Features:- Metal Spoon Friendly, Induction Friendly, PFOA Free, Heat resistant, Scratch-proof, Non-stick coating.Material Grade:- Aluminium
Thickness:- 3 mm.
Non-Stick:- Yes.
Induction Friendly:- yes
Handle Material :- Bakelite.
Handle Included:- Yes.
Lid Included:- Yes
Lid Material:- Glass. 
Package Content:- 1 Pc Frypan w/ lid.
.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Vinod,"Vinod Aluminium Tadka Pan - 10.8 cm, Backlite Handle, 1 pc 46",Vinod Tadka Pan large is high-quality aluminium cookware. It has a classy finish and gives an elegant look to kitchen decor. This pan is an ideal cookware for any kitchen. It is easy to clean and wash. The pan with the handle is long-lasting and durable. This pan has a comfortable handle which makes it easy to carry and handle. It is compatible with a gas stove. It is has a deep well that prevents whole spices from jumping out of the pan as they're being cooked.,1 pc 46,pcs,1 pc 46,1,1,380,380,VINOD COOKWARE,India,['40222925'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40222925_1-vinod-hard-anodised-tadka-pan-large.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222925-2_1-vinod-hard-anodised-tadka-pan-large.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222925-3_1-vinod-hard-anodised-tadka-pan-large.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222925-4_1-vinod-hard-anodised-tadka-pan-large.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is made from high-quality aluminium.
It is made in the traditional way.
This is highly durable and long-lasting.
It ensures even heat distribution and fast cooking.
It has a comfortable handle making it easy to carry.","It is ideal for tadka, for frying small amount garlic, for dry roasting for spices, etc.","[{'EAN Code': '40222925'}, {'Manufacturer Name & ': 'VINOD COOKWARE'}, {'Marketed by': 'Sanjay Stainless Steel Works,G-66,SARVODAYA NAGAR, 1ST PANJARAPOLE LANE, CHARNI ROAD (EAST), MUMBAI 400004'}, {'Country of Origin': 'India'}]","Sanjay Stainless Steel Works,G-66,SARVODAYA NAGAR, 1ST PANJARAPOLE LANE, CHARNI ROAD (EAST), MUMBAI 400004",-,-,-,-,"Brand:- Vinod.
Type :- Tadka pan.
Material :- Aluminium. 
Colour:- Black.
Dimension(LxBxH):30.8 X B-10.8 X H-4.4
Features:- Heat resistant, Scratch Stick resistant, Metal Spoon Friendly, Easy to clean and store. 
Material Grade:- Aluminium. 
Non-Stick:- No.
Induction Friendly:- No.
Handle Material :- Bakelite.
Handle Included:- Yes. 
Lid Included:- No. 
Lid Material:- NA. 
Package Content:- 1 Pc Tadka pan.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Vinod,"Vinod Aluminium Tadka Pan - 38 cm, Backlite Handle, 1 pc 44",Vinod Tadka Pan large is high-quality aluminium cookware. It has a classy finish and gives an elegant look to kitchen decor. This pan is an ideal cookware for any kitchen. It is easy to clean and wash. The pan with the handle is long-lasting and durable. This pan has a comfortable handle which makes it easy to carry and handle. It is compatible with a gas stove. It is has a deep well that prevents whole spices from jumping out of the pan as they're being cooked.,1 pc 44,pcs,1 pc 44,1,1,345,329,VINOD COOKWARE,India,['827016113407'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40222924_1-vinod-hard-anodised-tadka-pan-small.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222924-2_1-vinod-hard-anodised-tadka-pan-small.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222924-3_1-vinod-hard-anodised-tadka-pan-small.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222924-4_1-vinod-hard-anodised-tadka-pan-small.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is made from high-quality aluminium. 
It is made in the traditional way.
This is highly durable and long-lasting.
It ensures even heat distribution and fast cooking.
It has a comfortable handle making it easy to carry.","It is ideal for tadka, for frying a small amount of garlic, for dry roasting for spices, etc.","[{'EAN Code': '827016113407'}, {'Manufacturer Name & ': 'VINOD COOKWARE'}, {'Marketed by': 'Sanjay Stainless Steel Works,G-66,SARVODAYA NAGAR, 1ST PANJARAPOLE LANE, CHARNI ROAD (EAST), MUMBAI 400004'}, {'Country of Origin': 'India'}]","Sanjay Stainless Steel Works,G-66,SARVODAYA NAGAR, 1ST PANJARAPOLE LANE, CHARNI ROAD (EAST), MUMBAI 400004",-,-,-,-,"Brand:- Vinod.
Type :- Tadka pan.
Material :- Aluminium. 
Colour:- Black.
Dimension(LxBxH):29.5x38x10 Cm
Features:- Heat resistant, Scratch Stick resistant, Metal Spoon Friendly, Easy to clean and store. 
Material Grade:- Aluminium. 
Non-Stick:- No.
Induction Friendly :- No.
Handle Material :- Bakelite.
Handle Included :- Yes. 
Lid Included:- No. 
Lid Material:- NA. 
Package Content :- 1 Pc Tadka pan.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Vinod,"Vinod Hard Anodised Deep Kadai - 20 cm, Glass Lid, Bakelite Handles, 2.1 l","Vinod Hard Anodised Deep Kadai is made with virgin aluminium with a glass lid. It is made with high-quality thick aluminium. This Kadai ensures even and consistent heating. It is an ideal cookware for any kitchen. It is easy to clean, wash and is long-lasting. This cookware is used for preparing and cooking food or stylishly serving food. It has heavy-duty heat resistant handles so that it stays cool while cooking. This 20 cm Kadai has a glass lid for easy and efficient cooking. Kadhai is ideal for samosas, vegetables, making sweets and much more deep frying foods.",2.1 l,l,2.1 l,1,1,1150,1049,VINOD COOKWARE,India,['40222922'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40222922_1-vinod-hard-anodized-deep-kadai-with-lid-21-l.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222922-2_1-vinod-hard-anodized-deep-kadai-with-lid-21-l.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40222922-3_1-vinod-hard-anodized-deep-kadai-with-lid-21-l.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is made with heavy-duty aluminium material.
This is highly durable and long-lasting.
It ensures even heat distribution and fast cooking. 
It has a comfortable handle making it easy to carry. 
It is easy to clean, wash and is long-lasting.","Kadhai is ideal for samosas, vegetables, making sweets and much more deep frying foods.
It is usually used for cooking but also can be used to serve on table tops.","[{'EAN Code': '40222922'}, {'Manufacturer Name & ': 'VINOD COOKWARE'}, {'Marketed by': 'Sanjay Stainless Steel Works,G-66,SARVODAYA NAGAR, 1ST PANJARAPOLE LANE, CHARNI ROAD (EAST), MUMBAI 400004'}, {'Country of Origin': 'India'}]","Sanjay Stainless Steel Works,G-66,SARVODAYA NAGAR, 1ST PANJARAPOLE LANE, CHARNI ROAD (EAST), MUMBAI 400004",-,-,-,-,"Brand:- Vinod.
Type:- Kadhai.
Material:- Aluminium.
Colour:- Black.
Capacity:- 2.1 L
Features:- Metal spoon friendly, Scratch resistant,100% Virgin aluminium, Virgin Bakelite handles.
Material Grade:- Aluminium.
Non-Stick:- No.
Induction Friendly:- No
Handle Material :- Bakelite.
Handle Included:- Yes.
Lid Included:- Yes 
Lid Material:- Glass.
Package Content:- 1 Pc Kadahi w/lid.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Vinod,"Vinod Platinum Stainless Steel Kadai - 3 Layer, Induction Bottom, 21 cm, With Handle, 1.5 l","Vinod presents its range of Steel utensils which are durable, long-lasting and designed for easy access and use. Vinod Kadhai is made from steel, to help even the distribution of heat while cooking. This is ideal for stir-frying, saut‚©ing and even everyday cooking.
Layer 1- Food grade 18/8 stainless steel used in the inner surface for healthy cooking 18/8 stainless steel is the most superior stainless steel with the longest life.
Layer 2 - An encapsulated layer of aluminium throughout the cookware including the bottom and the body. This helps in even heat distribution, less cooking time, and minimum burning of food.
Layer 3 - Stainless Steel 430 magnetic stainless steel is used as the 3rd layer, making cookware induction friendly. The cookware can also be used for conventional cooking.",1.5 l,l,1.5 l,1,1,2670,1899,"Vinod Cookware, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004",India,['40193986'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40193986_1-vinod-platinum-triply-stainless-steel-induction-base-extra-deep-kadhai-with-lid-20-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193986-2_1-vinod-platinum-triply-stainless-steel-induction-base-extra-deep-kadhai-with-lid-20-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193986-3_1-vinod-platinum-triply-stainless-steel-induction-base-extra-deep-kadhai-with-lid-20-cm.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40193986'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Vinod Cookware, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004\x82'}, {'Marketed By': 'Sanjay Stainless Steel Works, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004'}]","Sanjay Stainless Steel Works, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004",-,-,-," Before first use, wash in hot water, rinse, and towel dry.
 After use, wash the piece with warm water, mild soap and a soft sponge.
 For any food residues, soak in warm water and soap for a few minutes, then wash and rinse as usual.
 Some dishwashing detergents may contain highly corrosive chemicals and damage the utensil. 
 Do not use steel wool, scrub pad, oven cleaners and bleach to keep your cookware looking shiny."," Brand : Vinod
 Type : Kadhai
 Material : Stainless Steel & Aluminium
 Material Grade : (Layer 1-SS 304 Food Grade Stainless Steel, Layer-2 Aluminium, Layer-3 SS 430 Stainless Steel)
 Induction Friendly: Yes
 Colour: Silver
 Lid Included: Yes
 Lid Material : Stainless Steel 
 Handle Included : Yes
 Capacity : 1.5 l
 Dimensions (In MM) : Length-310, Width-210, Height-134
 Package Content : 1 Pcs Kadai With Lid",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Vinod,"Vinod Platinum Stainless Steel Kadai - 3 Layer, Induction Bottom, 23.5 cm, With Lid & Handle, 2.4 l","Vinod presents its range of Steel utensils which are durable, long-lasting and designed for easy access and use. Vinod Kadhai is made from steel, to help even the distribution of heat while cooking. This is ideal for stir-frying, saut‚©ing and even everyday cooking.
Layer 1- Food grade 18/8 stainless steel used in the inner surface for healthy cooking 18/8 stainless steel is the most superior stainless steel with the longest life. 
Layer 2 - Encapsulated layer of aluminium throughout the cookware including the bottom and the body. This helps in even heat distribution, less cooking time, and minimum burning of food. 
Layer 3 - Stainless Steel 430 magnetic stainless steel used as the 3rd layer, making cookware induction friendly. The cookware can also be used for conventional cooking.",2.4 l,l,2.4 l,1,1,2950,2199,"Vinod Cookware, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004",India,['8904407601902'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40193987_1-vinod-platinum-triply-stainless-steel-induction-base-extra-deep-kadhai-with-lid-22-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193987-2_1-vinod-platinum-triply-stainless-steel-induction-base-extra-deep-kadhai-with-lid-22-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193987-3_1-vinod-platinum-triply-stainless-steel-induction-base-extra-deep-kadhai-with-lid-22-cm.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904407601902'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Vinod Cookware, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004\x82'}, {'Marketed By': 'Sanjay Stainless Steel Works, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004'}]","Sanjay Stainless Steel Works, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004",-,-,-," Before first use, wash in hot water, rinse, and towel dry.
 After use, wash the piece with warm water, mild soap and a soft sponge.
 For any food residues, soak in warm water and soap for a few minutes, then wash and rinse as usual.
 Some dishwashing detergents may contain highly corrosive chemicals and damage the utensil. 
 Do not use steel wool, scrub pad, oven cleaners and bleach to keep your cookware looking shiny."," Brand : Vinod
 Type : Kadhai
 Material : Stainless Steel & Aluminium
 Material Grade : (Layer 1-SS 304 Food Grade Stainless Steel,Layer-2 Aluminium, Layer-3 SS 430 Stainless Steel)
 Induction Friendly : Yes
 Colour : Silver
 Lid Included : Yes
 Lid Material : Stainless Steel
 Handle Included : Yes
 Capacity : 2.4 L
 Dimensions (In MM) : Length-325, Width-235, Height-150
 Package Content : 1 Pcs Kadai With Lid",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Vinod,"Vinod Platinum Stainless Steel Kadai - 3 Layer, Induction Bottom, 26 cm, With Lid & Handle, 3.3 l","Vinod presents its range of Steel utensils which are durable, long-lasting and designed for easy access and use. Vinod Kadhai is made from steel, to help even distribution of heat while cooking. This is ideal for stir-frying, saut‚©ing and even everyday cooking.
Layer 1- Food grade 18/8 stainless steel used in the inner surface for healthy cooking 18/8 stainless steel is the most superior stainless steel with the longest life.
Layer 2 - An encapsulated layer of aluminium throughout the cookware including the bottom and the body. This helps in even heat distribution, less cooking time, and minimum burning of food.
Layer 3 - Stainless Steel 430 magnetic stainless steel is used as the 3rd layer, making cookware induction friendly. The cookware can also be used for conventional cooking.",3.3 l,l,3.3 l,1,1,3270,2399,"Vinod Cookware, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004",India,['8904407601919'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40193988_1-vinod-platinum-triply-stainless-steel-induction-base-extra-deep-kadai-with-lid-24-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193988-2_1-vinod-platinum-triply-stainless-steel-induction-base-extra-deep-kadai-with-lid-24-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193988-3_1-vinod-platinum-triply-stainless-steel-induction-base-extra-deep-kadai-with-lid-24-cm.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904407601919'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Vinod Cookware, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004\x82'}, {'Marketed By': 'Sanjay Stainless Steel Works, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004'}]","Sanjay Stainless Steel Works, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004",-,-,-," Before first use, wash in hot water, rinse, and towel dry.
 After use, wash the piece with warm water, mild soap and a soft sponge.
 For any food residues, soak in warm water and soap for a few minutes, then wash and rinse as usual.
 Some dishwashing detergents may contain highly corrosive chemicals and damage the utensil. 
 Do not use steel wool, scrub pad, oven cleaners and bleach to keep your cookware looking shiny."," Brand : Vinod
 Type : Kadhai
 Material : Stainless Steel & Aluminium
 Material Grade : (Layer 1-SS 304 Food Grade Stainless Steel, Layer-2 Aluminium, Layer-3 SS 430 Stainless Steel)
 Induction Friendly: Yes
 Colour: Silver
 Lid Included: Yes
 Lid Material : Stainless steel
 Handle Included : Yes
 Capacity: 3.3 L
 Dimensions (In MM): Length-350, Width-260, Height-160
 Package Content: 1 Pcs Kadai With Lid",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Vinod,"Vinod Platinum Stainless Steel Kadai - 3 Layer, Induction Bottom, 27.5 cm, With Lid & Handle, 4.1 l","Vinod presents its range of Steel utensils which are durable, long-lasting and designed for easy access and use. Vinod Kadhai is made from steel, to help even the distribution of heat while cooking. This is ideal for stir-frying, saut‚©ing and even everyday cooking.
Layer 1- Food grade 18/8 stainless steel used in the inner surface for healthy cooking 18/8 stainless steel is the most superior stainless steel with the longest life.
Layer 2 - An encapsulated layer of aluminium throughout the cookware including the bottom and the body. This helps in even heat distribution, less cooking time, and minimum burning of food.
Layer 3 - Stainless Steel 430 magnetic stainless steel is used as the 3rd layer, making cookware induction friendly. The cookware can also be used for conventional cooking.",4.1 l,l,4.1 l,1,1,3580,2699,"Vinod Cookware, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004",India,['40193989'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40193989_1-vinod-platinum-triply-stainless-steel-induction-base-extra-deep-kadhai-with-lid-26-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193989-2_1-vinod-platinum-triply-stainless-steel-induction-base-extra-deep-kadhai-with-lid-26-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193989-3_1-vinod-platinum-triply-stainless-steel-induction-base-extra-deep-kadhai-with-lid-26-cm.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40193989'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Vinod Cookware, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004\x82'}, {'Marketed By': 'Sanjay Stainless Steel Works, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004'}]","Sanjay Stainless Steel Works, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004",-,-,-," Before first use, wash in hot water, rinse, and towel dry.
 After use, wash the piece with warm water, mild soap and a soft sponge.
 For any food residues, soak in warm water and soap for a few minutes, then wash and rinse as usual.
 Some dishwashing detergents may contain highly corrosive chemicals and damage the utensil. 
 Do not use steel wool, scrub pad, oven cleaners and bleach to keep your cookware looking shiny."," Brand : Vinod
 Type : Kadhai
 Material : Stainless Steel & Aluminium
 Material Grade : (Layer 1-SS 304 Food Grade Stainless Steel, Layer-2 Aluminium, Layer-3 SS 430 Stainless Steel)
 Induction Friendly: Yes
 Color: Silver
 Lid Included: Yes
 Lid Material: Stainless Steel
 Handle Included: Yes
 Capacity: 4.1 L
 Dimensions (In MM) : Length-360, Width-275, Height-160
 Package Content: 1 Pcs Kadai With Lid",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Vinod,"Vinod Platinum Triply Stainless Steel Induction Base Saucepot/Casserole With Lid - 20 cm, 3 L","The Platinum triply saucepot/casserole comes with unique Impact Forged Bottom that ensures your food cooks fast and fries evenly. Its thick bottom also ensures that the food does not get burnt at a higher temperature. Designed for perfection, the Platinum triply cookware is an elegant addition to your kitchen that does more than just look good. It is strong and long-lasting, and the design also saves energy.
 Layer 1- Food grade 18/8 stainless steel used in the inner surface for healthy cooking 18/8 stainless steel is the most superior stainless steel with the longest life. 
Layer 2 - An encapsulated layer of aluminium throughout the cookware including the bottom and the body. This helps in even heat distribution, less cooking time, minimum burning of food. 
Layer 3 “ Stainless Steel 430 magnetic stainless steel used as the 3rd layer, making cookware induction friendly. The cookware can also be used for conventional cooking.",3 L,L,3 L,1,1,3250,2499,"Vinod Cookware, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004",India,['40193984'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40193984_1-vinod-platinum-triply-stainless-steel-induction-base-saucepotcasserole-with-lid-20-cm.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40193984'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Vinod Cookware, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004\x82'}, {'Marketed By': 'Sanjay Stainless Steel Works, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004'}]","Sanjay Stainless Steel Works, G-66, Sarvodaya Nagar, 1St Panjarapole Lane, Charni Road East, Mumbai 400004",-,-,-," Before first use, wash in hot water, rinse, and towel dry.
 After use, wash the piece with warm water, mild soap and a soft sponge.
 For any food residues, soak in warm water and soap for a few minutes, then wash and rinse as usual.
 Some dishwashing detergents may contain highly corrosive chemicals and damage the utensil. 
 Do not use steel wool, scrub pad, oven cleaners and bleach to keep your cookware looking shiny."," Brand : Vinod
 Type : Sauce Pot/Casserole
 Material : Stainless Steel & Aluminium
 Material Grade : (Layer 1-SS 304 Food Grade Stainless Steel, Layer-2 Aluminium, Layer-3 SS 430 Stainless Steel)
 Induction Friendly : Yes
 Colour : Silver
 Lid Included : Yes
 Lid Material : STAINLESS STEEL
 Handle Included : Yes
 Capacity : 3 L
 Dimensions (In MM) : Length-273.05, Width-228.6, Height-123.825
 Package Content : 1 Pcs Saucepot With Lid",-
