L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,About
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Tata Sampann,"Tata Sampann Coriander Powder With Natural Oils - Enhances Flavour, Rich In Aroma, 200 g","Tata Sampanns range of spices are crafted to satisfy your taste buds. Tata Sampann sources all its spices & masalas from the choicest farms which are carefully processed to retain natural oils. So that every pack of Tata Sampann Spices that reaches your kitchen are full of natural colour, aroma and taste.
torage Instructions: Store in a cool and dry place.",200 g,g,200 g,1,1,90,76.5,"Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059",India,['40070759'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40070759_5-tata-sampann-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070759-2_6-tata-sampann-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070759-3_4-tata-sampann-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070759-4_6-tata-sampann-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070759-5_3-tata-sampann-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070759-6_3-tata-sampann-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070759-7_3-tata-sampann-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070759-8_3-tata-sampann-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070759-9_3-tata-sampann-coriander-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070759-10_2-tata-sampann-coriander-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40070759', 'Manufactured & Marketed by:Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059', 'Country of origin: India', 'FSSAI Number :', 'Best before 30-08-2023', '","Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059",-,-,"Enjoy the rich taste of Tata Sampann Coriander Powder in all your favourite dishes
Coriander gets its properties and taste from its naturally occurring volatile oils
These spices have the natural oils in the spices intact thus offering you sampann goodness
Tata Sampann Spices contain no added preservatives",-,Coriander,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Tata Sampann,"Tata Sampann Dal Tadka Masala - With Natural Oils, Crafted By Chef Sanjeev Kapoor, 100 g","Tata Sampann Dal Tadka Masala is specially crafted for you by Chef Sanjeev Kapoor to unleash the master chef within you. Tata Sampann spices are made to retain their natural oils, ensuring each bite is aromatic and flavorful. Each pack comes with an exclusive Chef Tip to make every meal exciting! Now make Kadak Dal Fry at home and watch everyone lick their plates clean!
Explore Tata Sampann Blended Spices Range ì Pav Bhaji Masala, Paneer Masala, Chhole Masala, Chicken Masala, Chaat Masala, Meat Masala, Kitchen King Masala and Garam Masala. Chefs Tip: Make delicious paranthas using Dal Tadka Masala - just add a little Dal Tadka Masala while kneading the dough.",100 g,g,100 g,1,1,77,65.45,"Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059",India,['89040437114'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40070775_7-tata-sampann-dal-tadka-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070775-2_10-tata-sampann-dal-tadka-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070775-3_10-tata-sampann-dal-tadka-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070775-4_10-tata-sampann-dal-tadka-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070775-5_10-tata-sampann-dal-tadka-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070775-6_10-tata-sampann-dal-tadka-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070775-7_2-tata-sampann-dal-tadka-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070775-8_2-tata-sampann-dal-tadka-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070775-9_2-tata-sampann-dal-tadka-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070775-10_1-tata-sampann-dal-tadka-masala-with-natural-oils.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Keep in a cool and dry place. Do not purchase if the pack is punctured or tampered with.,"['EAN Code: 89040437114', 'Manufactured & Marketed by:Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059', 'Country of origin: India', 'FSSAI Number :', 'Best before 30-08-2023', '","Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059",-,-,"Tata Sampann Dal Dadka Masala is specially crafted by Chef Sanjeev Kapoor that lets you cook like a master chef
Treat yourself to an aromatic & flavorful delight with every bite
Now make every meal even more exciting with exclusive signature tips
Carefully made to ensure spices retain their natural oils
Sourced from the best of farms, the spices contain naturally rich flavours",-,-,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Tata Sampann,"Tata Sampann Garam Masala - With Natural Oils + Kitchen King Masala - With Natural Oils 100 g, Combo 2 Items","Tata Sampann Garam Masala - With Natural Oils is a mix of warm spices. This garam masala is an aromatic and complex flavoured spice blend. It is made with a unique formula that enhances the taste of any curry. It can be used for both vegetarians as well as non-vegetarian dishes. This masala is used in several cuisines such as dals and vegetables for providing them with great taste. It has a powerful antioxidant that helps prevent arthritis and ulcers. It is hygienically packed and flavourful.
Tata Sampann Kitchen King Masala - With Natural Oils truly is an aromatic spice blend for mouth-watering north Indian curries. A traditional Maharashtrian cuisine with aromatic spices that lend a subtle sweet aroma without hints of pungency or heat. Used the method of Low Temperature Grinding so that the spices retain their Freshness and Aroma. A blend of all major spices used in cooking dishes like subzis. It is a deep brown coloured masala that has a strong spicy flavour. It does not contain any added artificial flavours, artificial colours and preservatives.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,171,145.35,"Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059",India,['1221496'],-,https://datalabs.siva3.io/image/Eunimart_groceries_221496_1-tata-sampann-garam-masala-with-natural-oils-kitchen-king-masala-with-natural-oils-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221496-2_1-tata-sampann-garam-masala-with-natural-oils-kitchen-king-masala-with-natural-oils-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221496-3_1-tata-sampann-garam-masala-with-natural-oils-kitchen-king-masala-with-natural-oils-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221496-4_1-tata-sampann-garam-masala-with-natural-oils-kitchen-king-masala-with-natural-oils-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221496-5_1-tata-sampann-garam-masala-with-natural-oils-kitchen-king-masala-with-natural-oils-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221496-6_1-tata-sampann-garam-masala-with-natural-oils-kitchen-king-masala-with-natural-oils-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221496-7_1-tata-sampann-garam-masala-with-natural-oils-kitchen-king-masala-with-natural-oils-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221496-8_1-tata-sampann-garam-masala-with-natural-oils-kitchen-king-masala-with-natural-oils-100-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Garam Masala:
Garam masala can be combined with any other Indian spices for a stronger taste.
It is used for preparing vegetarian dishes requiring gravy.
Use it in lentils (dal) and for filling in snacks such as samosa, usual, patra, farsan etc.
Kitchen King Masala:
Use this Kitchen King Masala while preparing vegetable biryani or pulao.
Add it to cooked onions/ginger/garlic and add your choice of vegetable to it.","['EAN Code: 1221496', 'Manufactured & Marketed By:Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059', 'Country of origin: India', 'Best before 30-08-2023', '","Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059",-,-,-,-,"Tata Sampann Garam Masala - With Natural Oils: - Coriander Powder, Chilli Powder, Cumin Powder, Iodised Salt (Anticaking Agent (INS 536, INS 551)), Cinnamon Powder, Fennel Powder, Dried Bay Leaf, Ajowan, Stone Flower, Clove Powder, Turmeric Powder, Compounded Asafoetida (Stabilizer (INS 412)), Nutmeg Powder, Ivkalonji, Green Cardamom Powder, Black Pepper Powder, Mace Powder, Allspice, Dried Ginger Powder
Tata Sampann Kitchen King Masala - With Natural Oils:- Coriander Powder, Chilli Powder, Turmeric Powder, Fennel Powder, Black Pepper Powder, Cumin Powder, Dried Mango Powder, Iodised Salt (Anticaking Agent (INS 536, INS 551)), Dried Ginger Powder, Mustard, Green Chili Powder, Fenugreek Leaves, Cinnamon Powder, Coriander Leaves, Clove Powder, Allspice, Compounded Cardamom (Stabilizer (INS 412)), Green Cardamom Powder, Mace Whole And Acidity Regulator (INS 330).",-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Tata Sampann,"Tata Sampann Garam Masala - With Natural Oils + Turmeric Powder With Natural Oils - Haldi, Combo 2 Items","Tata Sampann Garam Masala - With Natural Oils is a mix of warm spices. This garam masala is an aromatic and complex flavoured spice blend. It is made with a unique formula that enhances the taste of any curry. It can be used for both vegetarians as well as non-vegetarian dishes. This masala is used in several cuisines such as dals and vegetables for providing them with great taste. It has a powerful antioxidant that helps prevent arthritis and ulcers. It is hygienically packed and flavourful.
Tata Sampann Turmeric Powder has a warm, bitter, black pepper-like flavour and earthy, mustard-like aroma. It is a bright yellow which can be used in many ways. It has many health benefits, and it includes anti-inflammatory and antioxidant that help improves symptoms of depression and arthritis. The turmeric powder adds a deep golden hue to any of your dishes. It brings warm flavours to any curry or stew. It can be used for everything from savoury curries to natural food colouring. Turmeric is one of the most powerful herbs that support health and healing.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,265,225.25,"Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059",India,['1221498'],-,https://datalabs.siva3.io/image/Eunimart_groceries_221498_1-tata-sampann-garam-masala-with-natural-oils-turmeric-powder-with-natural-oils-haldi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221498-2_1-tata-sampann-garam-masala-with-natural-oils-turmeric-powder-with-natural-oils-haldi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221498-3_1-tata-sampann-garam-masala-with-natural-oils-turmeric-powder-with-natural-oils-haldi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221498-4_1-tata-sampann-garam-masala-with-natural-oils-turmeric-powder-with-natural-oils-haldi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221498-5_1-tata-sampann-garam-masala-with-natural-oils-turmeric-powder-with-natural-oils-haldi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221498-6_1-tata-sampann-garam-masala-with-natural-oils-turmeric-powder-with-natural-oils-haldi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221498-7_1-tata-sampann-garam-masala-with-natural-oils-turmeric-powder-with-natural-oils-haldi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Garam masala can be combined with any other Indian spices for a stronger taste.
It is used for preparing vegetarian dishes requiring gravy.
Use it in lentils (dal) and for filling in snacks such as samosa, usual, patra, farsan etc.
It can be used in soups, stews, stir-fries, curry dishes, smoothies, salads, roasted vegetable dishes, baked goods, and more.","['EAN Code: 1221498', 'Manufactured & Marketed By:Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059', 'Country of origin: India', 'Best before 30-08-2023', '","Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059",-,-,-,-,"Tata Sampann Garam Masala - With Natural Oils: - Coriander Powder, Chilli Powder, Cumin Powder, Iodised Salt (Anticaking Agent (INS 536, INS 551)), Cinnamon Powder, Fennel Powder, Dried Bay Leaf, Ajowan, Stone Flower, Clove Powder, Turmeric Powder, Compounded Asafoetida (Stabilizer (INS 412)), Nutmeg Powder, Ivkalonji, Green Cardamom Powder, Black Pepper Powder, Mace Powder, Allspice, Dried Ginger Powder
Tata Sampann Turmeric Powder With Natural Oils: - Turmeric.",-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Tata Sampann,"Tata Sampann Garam Masala - With Natural Oils + Turmeric Powder With Natural Oils 100 g, Combo 2 Items","Tata Sampann Garam Masala - With Natural Oils is a mix of warm spices. This garam masala is an aromatic and complex flavoured spice blend. It is made with a unique formula that enhances the taste of any curry. It can be used for both vegetarians as well as non-vegetarian dishes. This masala is used in several cuisines such as dals and vegetables for providing them with great taste. It has a powerful antioxidant that helps prevent arthritis and ulcers. It is hygienically packed and flavourful.
Tata Sampann Turmeric Powder has a warm, bitter, black pepper-like flavour and earthy, mustard-like aroma. It is a bright yellow which can be used in many ways. It has many health benefits, and it includes anti-inflammatory and antioxidant that help improves symptoms of depression and arthritis. The turmeric powder adds a deep golden hue to any of your dishes. It brings warm flavours to any curry or stew. It can be used for everything from Savoury curries to natural food colouring. Turmeric is one of the most powerful herbs that support health and healing.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,126,109.5,"Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059",India,['1221499'],-,https://datalabs.siva3.io/image/Eunimart_groceries_221499_1-tata-sampann-garam-masala-with-natural-oils-turmeric-powder-with-natural-oils-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221499-2_1-tata-sampann-garam-masala-with-natural-oils-turmeric-powder-with-natural-oils-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221499-3_1-tata-sampann-garam-masala-with-natural-oils-turmeric-powder-with-natural-oils-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221499-4_1-tata-sampann-garam-masala-with-natural-oils-turmeric-powder-with-natural-oils-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221499-5_1-tata-sampann-garam-masala-with-natural-oils-turmeric-powder-with-natural-oils-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221499-6_1-tata-sampann-garam-masala-with-natural-oils-turmeric-powder-with-natural-oils-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221499-7_1-tata-sampann-garam-masala-with-natural-oils-turmeric-powder-with-natural-oils-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_221499-8_1-tata-sampann-garam-masala-with-natural-oils-turmeric-powder-with-natural-oils-100-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Garam masala can be combined with any other Indian spices for a stronger taste.
It is used for preparing vegetarian dishes requiring gravy.
Use it in lentils (dal) and for filling in snacks such as samosa, usual, patra, farsan etc.
It can be used in soups, stews, stir-fries, curry dishes, smoothies, salads, roasted vegetable dishes, baked goods, and more.","['EAN Code: 1221499', 'Manufactured & Marketed By:Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059', 'Country of origin: India', 'Best before 30-08-2023', '","Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059",-,-,-,-,"Tata Sampann Garam Masala - With Natural Oils: - Coriander Powder, Chilli Powder, Cumin Powder, Iodised Salt (Anticaking Agent (INS 536, INS 551)), Cinnamon Powder, Fennel Powder, Dried Bay Leaf, Ajowan, Stone Flower, Clove Powder, Turmeric Powder, Compounded Asafoetida (Stabilizer (INS 412)), Nutmeg Powder, Ivkalonji, Green Cardamom Powder, Black Pepper Powder, Mace Powder, Allspice, Dried Ginger Powder
Tata Sampann Turmeric Powder with Natural Oils: - Turmeric",-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Tata Sampann,"Tata Sampann Garam Masala - With Natural Oils, Crafted By Chef Sanjeev Kapoor, 100 g","Tata Sampann Garam Masala is specially crafted for you by Chef Sanjeev Kapoor to unleash the master chef within you. Tata Sampann spices are made to retain their natural oils, ensuring each bite is aromatic and flavorful. Each pack comes with an exclusive Chef Tip to make every meal exciting! Now make masaledar Mixed Veg Sabji at home and watch everyone lick their plates clean!
Explore Tata Sampann Blended Spices Range ì Pav Bhaji Masala, Paneer Masala, Chhole Masala, Chicken Masala, Dal Tadka Masala, Meat Masala, Kitchen King Masala and Garam Masala. Chefs Tip: When using Garam Masala in dry preparations, adding it in the end will enhance the flavors.",100 g,g,100 g,1,1,90,76.5,"Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059",India,['40070774'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40070774_8-tata-sampann-garam-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070774-2_11-tata-sampann-garam-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070774-3_11-tata-sampann-garam-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070774-4_11-tata-sampann-garam-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070774-5_11-tata-sampann-garam-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070774-6_11-tata-sampann-garam-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070774-7_2-tata-sampann-garam-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070774-8_2-tata-sampann-garam-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070774-9_1-tata-sampann-garam-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070774-10_1-tata-sampann-garam-masala-with-natural-oils.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Add this Punjabi Chole Masala - With Natural Oils to your recipe and mix well. Cook well for 5-7 mins and serve hot.,"['EAN Code: 40070774', 'Manufactured & Marketed by:Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059', 'Country of origin: India', 'Best before 30-08-2023', '","Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059",-,-,"Tata Sampann Garam Masala is specially crafted by Chef Sanjeev Kapoor that lets you cook like a master chef
Treat yourself to an aromatic & flavorful delight with every bite
Now make every meal even more exciting with exclusive signature tips
Carefully made to ensure spices retain their natural oils
Sourced from the best of farms, the spices contain naturally rich flavours",-,-,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Tata Sampann,"Tata Sampann Garam Masala, 45 g","Made of select varieties of Naturally Rich ingredients and with the formulation of Chef Sanjeev Kapoor, Tata Sampann masalas add mouthwatering taste to your food.",45 g,g,45 g,1,1,48,45.6,"Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059",India,['8904043826360'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40095111_5-tata-sampann-garam-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095111-2_8-tata-sampann-garam-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095111-3_8-tata-sampann-garam-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095111-4_8-tata-sampann-garam-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095111-5_8-tata-sampann-garam-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095111-6_8-tata-sampann-garam-masala.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904043826360', 'Manufactured by: Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,-,-,-,"Made of select varieties of Naturally Rich ingredients and with the formulation of Chef Sanjeev Kapoor, Tata Sampann masalas add mouthwatering taste to your food."
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Tata Sampann,"Tata Sampann Kitchen King Masala - With Natural Oils, Crafted By Chef Sanjeev Kapoor, 100 g","Tata Sampann Kitchen King Masala is specially crafted for you by Chef Sanjeev Kapoor to unleash the master chef within you. Tata Sampann spices are made to retain their natural oils, ensuring each bite is aromatic and flavorful. Each pack comes with an exclusive Chef Tip to make every meal exciting! Now mazedar tasty Mixed Veg Sabji at home and watch everyone lick their plates clean!
Explore Tata Sampann Blended Spices Range ì Pav Bhaji Masala, Paneer Masala, Chhole Masala, Chicken Masala, Dal Tadka Masala, Meat Masala, Chaat Masala and Garam Masala. Chefs Tip: Combine Kitchen King Masala with little yogurt and add it while sauteing masala for any gravy to add a unique flavour.",100 g,g,100 g,1,1,81,68.85,"Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059",India,['40070773'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40070773_7-tata-sampann-kitchen-king-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070773-2_10-tata-sampann-kitchen-king-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070773-3_10-tata-sampann-kitchen-king-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070773-4_10-tata-sampann-kitchen-king-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070773-5_10-tata-sampann-kitchen-king-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070773-6_10-tata-sampann-kitchen-king-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070773-7_1-tata-sampann-kitchen-king-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070773-8_1-tata-sampann-kitchen-king-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070773-9_1-tata-sampann-kitchen-king-masala-with-natural-oils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40070773-10_1-tata-sampann-kitchen-king-masala-with-natural-oils.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Also Try: Try pav bhaji masala, chicken masala, paneer masala, punjabi chole masala, dal tadka masala, kitchen king masala and garam masala.
Keep in a cool and dry place. Do not purchase if the pack is punctured or tampered with.","['EAN Code: 40070773', 'Manufactured & Marketed By:Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059', 'Country of origin: India', 'Best before 30-08-2023', '","Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059",-,-,"Tata Sampann Kitchen King Masala is specially crafted by Chef Sanjeev Kapoor that lets you cook like a master chef
Treat yourself to an aromatic & flavorful delight with every bite
Now make every meal even more exciting with exclusive signature tips
Carefully made to ensure spices retain their natural oils
Sourced from the best of farms, the spices contain naturally rich flavours",-,-,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Tata Sampann,"Tata Sampann Masala - Meat, 45 g","Made of select varieties of Naturally Rich ingredients and with the formulation of Chef Sanjeev Kapoor, Tata Sampann masalas add mouthwatering taste to your food.",45 g,g,45 g,1,1,38,38,"Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059",India,['40095112'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40095112_5-tata-sampann-masala-meat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095112-2_8-tata-sampann-masala-meat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095112-3_8-tata-sampann-masala-meat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095112-4_8-tata-sampann-masala-meat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095112-5_8-tata-sampann-masala-meat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095112-6_8-tata-sampann-masala-meat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40095112', 'Manufactured by: Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,-,-,-,"Made of select varieties of Naturally Rich ingredients and with the formulation of Chef Sanjeev Kapoor, Tata Sampann masalas add mouthwatering taste to your food."
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Tata Sampann,"Tata Sampann Masala - Pav Bhaji, 45 g","Made of select varieties of Naturally Rich ingredients and with the formulation of Chef Sanjeev Kapoor, Tata Sampann masalas add mouthwatering taste to your food.",45 g,g,45 g,1,1,43,43,"Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059",India,['40095118'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40095118_4-tata-sampann-masala-pav-bhaji.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095118-2_7-tata-sampann-masala-pav-bhaji.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095118-3_7-tata-sampann-masala-pav-bhaji.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095118-4_7-tata-sampann-masala-pav-bhaji.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095118-5_7-tata-sampann-masala-pav-bhaji.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095118-6_7-tata-sampann-masala-pav-bhaji.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40095118', 'Manufactured by: Tata Chemicals Limited, Leela Business Park, Andheri-kurla Road, Andheri East, Mumbai, Maharashtra - 400059', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,-,-,-,"Made of select varieties of Naturally Rich ingredients and with the formulation of Chef Sanjeev Kapoor, Tata Sampann masalas add mouthwatering taste to your food."
