L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,Package Contains,About
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Alo Frut,"Alo Frut Anaar Juice With Aloe Vera, 300 ml","Extracted from the finest quality of pomegranates. Perfect thirst quencher, full of awesomeness, amalgamated with nutrients of Aloe vera, made for curious tongues. Try out AloFrut Anaar Juice to make different mocktails, cocktails, slush, fruit punch, and salads, etc. Extracted from the finest of fruit Pulp. Perfect thirst quencher, full of awesomeness, amalgamated with nutriments of aloevera, made for curious tongues.",300 ml,ml,300 ml,1,1,40,40,"Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",India,['40134867'],['10013031000874'],https://datalabs.siva3.io/image/Eunimart_groceries_40134867_4-alo-frut-anaar-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134867-2_5-alo-frut-anaar-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134867-3_4-alo-frut-anaar-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134867-4_4-alo-frut-anaar-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134867-5_4-alo-frut-anaar-juice-with-aloe-vera.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40134867'}, {'Country Of Origin': 'India'}, {'Fssai No': '10013031000874'}, {'Manufactured & Marketed By': 'Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India'}, {'","Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",-,-,-,"Water, Pomegranate Juice (16%), Sugar(12. 5%), Aloevera Juice & Pulp (12%), Lemon Juice (1%), Iodized Salt, Acidity Regulator (E330), Stabilizer(E440), Class Ii Preservative (E211), (E202).",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Alo Frut,"Alo Frut Apple Juice With Aloe Vera, 300 ml","This juice is full of crunchy, munchy, scrumptious green, red and pink apples that satisfy your inner soul. An apple a day; keeps the doctor away so don't wait, take your sip, engulf the juice and enjoy your day. Try out AloFrut Apple Juice to make different mocktails, cocktails, slush, fruit punch, and salads etc. Extracted from the finest of fruit Pulp. Perfect thirst quencher, full of awesomeness, amalgamated with nutriments of aloe vera, made for curious tongues.",300 ml,ml,300 ml,1,1,40,40,"Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",India,['40134868'],['10013031000874'],https://datalabs.siva3.io/image/Eunimart_groceries_40134868_5-alo-frut-apple-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134868-2_5-alo-frut-apple-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134868-3_4-alo-frut-apple-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134868-4_4-alo-frut-apple-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134868-5_4-alo-frut-apple-juice-with-aloe-vera.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40134868'}, {'Country Of Origin': 'India'}, {'Fssai No': '10013031000874'}, {'Manufactured & Marketed By': 'Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India'}]","Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",-,-,-,"Water, Aloevera Juice & Pulp (12%), Apple Juice (12%) (Reconstituted From Apple Juice Cancentrate), Sugar (11%), Lemon Juice (0. 3%), Amla Juice (0. 2%), Acidity Regulator (E330), Class Ii Preservative (E211), (E202)",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Alo Frut,"Alo Frut Berries Juice With Aloe Vera, 300 ml","Aloe vera with cranberry and strawberry is a daily nutrient dose. It encloses surprises being enriched with the queen of fruits - strawberry and power punch- cranberry, delivering the perfect blend of taste and health. Try out AloFrut Berries Juice to make different mocktails, cocktails, slush, fruit punch, and salads etc.
AloFrut as the brand name suggests is the most refreshing and healthy fusion of Aloe vera Gel, Juice, Pulp and Fruit Blends. Aloe vera is known worldwide as a rich source of vitamins, minerals and essential amino acids. This is a unique fusion of Health and Taste. Perfect thirst quencher, full of awesomeness, amalgamated with nutrients of Aloe vera, made for curious tongues.",300 ml,ml,300 ml,1,1,40,40,"Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",India,['40134870'],['10013031000874'],https://datalabs.siva3.io/image/Eunimart_groceries_40134870_3-alo-frut-berries-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134870-2_3-alo-frut-berries-juice-with-aloe-vera.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40134870'}, {'Country Of Origin': 'India'}, {'Fssai No': '10013031000874'}, {'Manufactured & Marketed By': 'Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India'}, {'","Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",-,-,-,"Aloevera Juice & Pulp (12%), Sugar (12%), Strawberry Pulp (5. 5%) Cranberry Pulp (3. 5%), Acidity Regulator (E330), Stabilizer (E440), Class Ii Preservative (E211), (E202)",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Alo Frut,"Alo Frut Berries Juice With Aloe Vera, 300 ml","Aloe vera with cranberry and strawberry is a daily nutrient dose. It encloses surprises being enriched with the queen of fruits - strawberry and power punch- cranberry, delivering the perfect blend of taste and health. Try out AloFrut Berries Juice to make different mocktails, cocktails, slush, fruit punch, and salads etc.
AloFrut as the brand name suggests is the most refreshing and healthy fusion of Aloe vera Gel, Juice, Pulp and Fruit Blends. Aloe vera is known worldwide as a rich source of vitamins, minerals and essential amino acids. This is a unique fusion of Health and Taste. Perfect thirst quencher, full of awesomeness, amalgamated with nutrients of Aloe vera, made for curious tongues.",300 ml,ml,300 ml,1,1,40,40,"Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",India,['40134870'],['10013031000874'],https://datalabs.siva3.io/image/Eunimart_groceries_40134870_3-alo-frut-berries-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134870-2_3-alo-frut-berries-juice-with-aloe-vera.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40134870'}, {'Country Of Origin': 'India'}, {'Fssai No': '10013031000874'}, {'Manufactured & Marketed By': 'Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India'}, {'","Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",-,-,-,"Aloevera Juice & Pulp (12%), Sugar (12%), Strawberry Pulp (5. 5%) Cranberry Pulp (3. 5%), Acidity Regulator (E330), Stabilizer (E440), Class Ii Preservative (E211), (E202)",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Alo Frut,"Alo Frut Guava Juice With Aloevera, 300 ml","It is a healthy beverage with natural minerals. AloFrut Guava is balanced and harmonious in taste. Try out AloFrut Guava Juice to make different mocktails, cocktails, slush, fruit punch and salads etc.
AloFrut as the brand name suggests is the most refreshing and healthy fusion of Aloe vera Gel, Juice, Pulp and Fruit Blends. Aloe vera is known worldwide as a rich source of vitamins, minerals and essential amino acids. This is a unique fusion of Health and Taste. Perfect thirst quencher, full of awesomeness, amalgamated with nutrients of Aloe vera, made for curious tongues.",300 ml,ml,300 ml,1,1,40,40,"Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",India,['40134871'],['10013031000874'],https://datalabs.siva3.io/image/Eunimart_groceries_40134871_1-alo-frut-guava-juice-with-aloevera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134871-2_1-alo-frut-guava-juice-with-aloevera.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40134871'}, {'Country Of Origin': 'India'}, {'Fssai No': '10013031000874'}, {'Manufactured & Marketed By': 'Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India'}, {'","Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",-,-,-,"Water, Aloevera Juice & Pulp (15%), Guava Pulp (15%) Sugar (12. 5%), Acidity Regulator (E330), Class Ii Preservative (E211), (E202)",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Alo Frut,"Alo Frut Guava Juice With Aloevera, 300 ml","It is a healthy beverage with natural minerals. AloFrut Guava is balanced and harmonious in taste. Try out AloFrut Guava Juice to make different mocktails, cocktails, slush, fruit punch and salads etc.
AloFrut as the brand name suggests is the most refreshing and healthy fusion of Aloe vera Gel, Juice, Pulp and Fruit Blends. Aloe vera is known worldwide as a rich source of vitamins, minerals and essential amino acids. This is a unique fusion of Health and Taste. Perfect thirst quencher, full of awesomeness, amalgamated with nutrients of Aloe vera, made for curious tongues.",300 ml,ml,300 ml,1,1,40,40,"Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",India,['40134871'],['10013031000874'],https://datalabs.siva3.io/image/Eunimart_groceries_40134871_1-alo-frut-guava-juice-with-aloevera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134871-2_1-alo-frut-guava-juice-with-aloevera.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40134871'}, {'Country Of Origin': 'India'}, {'Fssai No': '10013031000874'}, {'Manufactured & Marketed By': 'Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India'}, {'","Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",-,-,-,"Water, Aloevera Juice & Pulp (15%), Guava Pulp (15%) Sugar (12. 5%), Acidity Regulator (E330), Class Ii Preservative (E211), (E202)",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Alo Frut,"Alo Frut Kiwi Juice With Aloe Vera, 300 ml","A naturally rehydrating and revitalising drink makes a perfect accompaniment to complement any meal. Try out AloFrut Kiwi to make different mocktails, cocktails, slush, fruit punch, and salads, etc.
AloFrut as the brand name suggests is the most refreshing and healthy fusion of Aloe vera Gel, Juice, Pulp and Fruit Blends. Aloe vera is known worldwide as a rich source of vitamins, minerals and essential amino acids. This is a unique fusion of Health and Taste. Perfect thirst quencher, full of awesomeness, amalgamated with nutrients of Aloe vera, made for curious tongues.",300 ml,ml,300 ml,1,1,40,40,"Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",India,['40134875'],['10013031000874'],https://datalabs.siva3.io/image/Eunimart_groceries_40134875_5-alo-frut-kiwi-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134875-2_5-alo-frut-kiwi-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134875-3_4-alo-frut-kiwi-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134875-4_4-alo-frut-kiwi-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134875-5_4-alo-frut-kiwi-juice-with-aloe-vera.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40134875'}, {'Country Of Origin': 'India'}, {'Fssai No': '10013031000874'}, {'Manufactured & Marketed By': 'Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India'}]","Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",-,-,-,"Water, Kiwi Pulp (14%), Aloevera Juice & Pulp (12. 5%), Cane Sugar (12%), Acidity Regulator (E330), Stabilizer (E440), Class Ii Preservative (E211), (E202)",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Alo Frut,"Alo Frut Kiwi Juice With Aloe Vera, 300 ml","A naturally rehydrating and revitalising drink makes a perfect accompaniment to complement any meal. Try out AloFrut Kiwi to make different mocktails, cocktails, slush, fruit punch, and salads, etc.
AloFrut as the brand name suggests is the most refreshing and healthy fusion of Aloe vera Gel, Juice, Pulp and Fruit Blends. Aloe vera is known worldwide as a rich source of vitamins, minerals and essential amino acids. This is a unique fusion of Health and Taste. Perfect thirst quencher, full of awesomeness, amalgamated with nutrients of Aloe vera, made for curious tongues.",300 ml,ml,300 ml,1,1,40,40,"Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",India,['40134875'],['10013031000874'],https://datalabs.siva3.io/image/Eunimart_groceries_40134875_5-alo-frut-kiwi-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134875-2_5-alo-frut-kiwi-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134875-3_4-alo-frut-kiwi-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134875-4_4-alo-frut-kiwi-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134875-5_4-alo-frut-kiwi-juice-with-aloe-vera.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40134875'}, {'Country Of Origin': 'India'}, {'Fssai No': '10013031000874'}, {'Manufactured & Marketed By': 'Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India'}]","Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",-,-,-,"Water, Kiwi Pulp (14%), Aloevera Juice & Pulp (12. 5%), Cane Sugar (12%), Acidity Regulator (E330), Stabilizer (E440), Class Ii Preservative (E211), (E202)",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Alo Frut,"Alo Frut Litchi Juice With Aloe Vera, 300 ml","Are you ready to give a tangy punch to yourself? AloFrut Litchi with Pulpy Aloe vera is all that one needs for a refreshing feel any time of the day. Try out AloFrut Litchi Juice to make different mocktails, cocktails, slush, fruit punch, and salads etc.
AloFrut as the brand name suggests is the most refreshing and healthy fusion of Aloe vera Gel, Juice, Pulp and Fruit Blends. Aloe vera is known worldwide as a rich source of vitamins, minerals and essential amino acids. This is a unique fusion of Health and Taste. Perfect thirst quencher, full of awesomeness, amalgamated with nutrients of Aloe vera, made for curious tongues.",300 ml,ml,300 ml,1,1,40,40,"Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",India,['40134879'],['10013031000874'],https://datalabs.siva3.io/image/Eunimart_groceries_40134879_1-alo-frut-litchi-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134879-2_1-alo-frut-litchi-juice-with-aloe-vera.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40134879'}, {'Country Of Origin': 'India'}, {'Fssai No': '10013031000874'}, {'Manufactured & Marketed By': 'Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India'}, {'","Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",-,-,-,"Water Aloevera Juice & Pulp (15%), Cane Sugar (12. 5%), Litchi Pulp (7%), Acidity Regulator (E330), White Cloud Powder (E171) And Class Ii Preservative (E211), (E202)",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Alo Frut,"Alo Frut Litchi Juice With Aloe Vera, 300 ml","Are you ready to give a tangy punch to yourself? AloFrut Litchi with Pulpy Aloe vera is all that one needs for a refreshing feel any time of the day. Try out AloFrut Litchi Juice to make different mocktails, cocktails, slush, fruit punch, and salads etc.
AloFrut as the brand name suggests is the most refreshing and healthy fusion of Aloe vera Gel, Juice, Pulp and Fruit Blends. Aloe vera is known worldwide as a rich source of vitamins, minerals and essential amino acids. This is a unique fusion of Health and Taste. Perfect thirst quencher, full of awesomeness, amalgamated with nutrients of Aloe vera, made for curious tongues.",300 ml,ml,300 ml,1,1,40,40,"Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",India,['40134879'],['10013031000874'],https://datalabs.siva3.io/image/Eunimart_groceries_40134879_1-alo-frut-litchi-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134879-2_1-alo-frut-litchi-juice-with-aloe-vera.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40134879'}, {'Country Of Origin': 'India'}, {'Fssai No': '10013031000874'}, {'Manufactured & Marketed By': 'Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India'}, {'","Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",-,-,-,"Water Aloevera Juice & Pulp (15%), Cane Sugar (12. 5%), Litchi Pulp (7%), Acidity Regulator (E330), White Cloud Powder (E171) And Class Ii Preservative (E211), (E202)",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Alo Frut,"Alo Frut Mango Juice With Aloe Vera, 300 ml","Enjoy the king of fruits, slimy, fleshy, drip-in-down the chin to the soul. Rich in vitamin C and Copper. Try out AloFrut Mango to make different mocktails, cocktails, slush, fruit punch and salads etc. This is a unique fusion of health and taste. Extracted from the finest of fruit Pulp. Perfect thirst quencher, full of awesomeness, amalgamated with nutriments of aloe vera, made for curious tongues.
AloFrut as the brand name suggests is the most refreshing and healthy fusion of Aloe vera Gel, Juice, Pulp and Fruit Blends. Aloe vera is known worldwide as a rich source of vitamins, minerals and essential amino acids. This is a unique fusion of Health and Taste. Perfect thirst quencher, full of awesomeness, amalgamated with nutrients of Aloe vera, made for curious tongues.",300 ml,ml,300 ml,1,1,40,40,"Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",India,['40134881'],['10013031000874'],https://datalabs.siva3.io/image/Eunimart_groceries_40134881_5-alo-frut-mango-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134881-2_5-alo-frut-mango-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134881-3_4-alo-frut-mango-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134881-4_4-alo-frut-mango-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134881-5_4-alo-frut-mango-juice-with-aloe-vera.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40134881'}, {'Country Of Origin': 'India'}, {'Fssai No': '10013031000874'}, {'Manufactured & Marketed By': 'Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India'}, {'","Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",-,-,-,"Water, Aloevera Juice & Pulp (15%), Mango Pulp (15%), Sugar (12%), Acidity Regulator (E330), Stabilizer (E440), Class Ii Preservative (E211), (E202)",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Alo Frut,"Alo Frut Mango Juice With Aloe Vera, 300 ml","Enjoy the king of fruits, slimy, fleshy, drip-in-down the chin to the soul. Rich in vitamin C and Copper. Try out AloFrut Mango to make different mocktails, cocktails, slush, fruit punch and salads etc. This is a unique fusion of health and taste. Extracted from the finest of fruit Pulp. Perfect thirst quencher, full of awesomeness, amalgamated with nutriments of aloe vera, made for curious tongues.
AloFrut as the brand name suggests is the most refreshing and healthy fusion of Aloe vera Gel, Juice, Pulp and Fruit Blends. Aloe vera is known worldwide as a rich source of vitamins, minerals and essential amino acids. This is a unique fusion of Health and Taste. Perfect thirst quencher, full of awesomeness, amalgamated with nutrients of Aloe vera, made for curious tongues.",300 ml,ml,300 ml,1,1,40,40,"Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",India,['40134881'],['10013031000874'],https://datalabs.siva3.io/image/Eunimart_groceries_40134881_5-alo-frut-mango-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134881-2_5-alo-frut-mango-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134881-3_4-alo-frut-mango-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134881-4_4-alo-frut-mango-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134881-5_4-alo-frut-mango-juice-with-aloe-vera.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40134881'}, {'Country Of Origin': 'India'}, {'Fssai No': '10013031000874'}, {'Manufactured & Marketed By': 'Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India'}, {'","Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",-,-,-,"Water, Aloevera Juice & Pulp (15%), Mango Pulp (15%), Sugar (12%), Acidity Regulator (E330), Stabilizer (E440), Class Ii Preservative (E211), (E202)",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Alo Frut,"Alo Frut Mixed Fruit Juice With Aloe Vera, 300 ml","A natural delicacy, tangy in taste, made from the finest quality of fruits. Your healthy, refreshing, daily dose of nutrition, full of vitamins and minerals. Try out AloFrut Mixed Fruit Juice to make different mocktails, cocktails, slush, fruit punch and salads etc.
AloFrut as the brand name suggests is the most refreshing and healthy fusion of Aloe vera Gel, Juice, Pulp and Fruit Blends. Aloe vera is known worldwide as a rich source of vitamins, minerals and essential amino acids. This is a unique fusion of Health and Taste. Perfect thirst quencher, full of awesomeness, amalgamated with nutrients of Aloe vera, made for curious tongues.",300 ml,ml,300 ml,1,1,40,40,"Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",India,['40134883'],['10013031000874'],https://datalabs.siva3.io/image/Eunimart_groceries_40134883_4-alo-frut-mixed-fruit-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134883-2_5-alo-frut-mixed-fruit-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134883-3_4-alo-frut-mixed-fruit-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134883-4_4-alo-frut-mixed-fruit-juice-with-aloe-vera.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134883-5_4-alo-frut-mixed-fruit-juice-with-aloe-vera.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40134883'}, {'Country Of Origin': 'India'}, {'Fssai No': '10013031000874'}, {'Manufactured & Marketed By': 'Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India'}, {'","Rampur Sarsehri Road, Ambala Cantt, Haryana, 133006. India",-,-,-,"Water, Aloevera Juice & Pulp (15%), Cane Sugar (12%), Fruit Pulp (8%) From (Orange, Pomegranate, Apple, Banana, Mango, Peach, Pineapple, Litchi, Guava), S, Acidity Regulator (E330), Stabilizer (E440), Class Ii Preservative (E211), (E202)",-,-,-
