L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Specification
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Real,"Real Milk Power Milkshake Frappe - French Vanilla, Rich In Calcium & Vitamin D, 180 ml","Real Milk Power Frappe French Vanilla Milkshake has the goodness of milk and vanilla. It has 50% more calcium and vitamin D2 than Cow Milk (based on values as per NIN, ICMR). It has no added preservative and is a good source of protein. Taste and health in one packet. It is made from UHT treated flavoured toned milk. Enjoy this to tame your small hunger pangs. Real Milkshake comes in 4 flavours “ Belgian Chocolate, Alphonso Mango, French Vanilla and Strawberry.",180 ml,ml,180 ml,1,1,35,29.05,"DP - Schreiber Dynamix Dairies Pvt Ltd , E-94 M.I.D.C Bhigwan Road , Baramti , Pune , Maharashtra - 413133 ; WD - Warana Diary and Agro Industries Limited Gat No. 737 , A, Wathar - Warananagar Road Tan:Panhala , Dist . Kolhapur , Maharashtra , India -416113",India,-,"['10012011000618,10012022000036,10012022000264']",https://datalabs.siva3.io/image/Eunimart_groceries_40199541_3-real-milk-power-milkshake-frappe-french-vanilla-rich-in-calcium-vitamin-d.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199541-2_3-real-milk-power-milkshake-frappe-french-vanilla-rich-in-calcium-vitamin-d.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199541-3_2-real-milk-power-milkshake-frappe-french-vanilla-rich-in-calcium-vitamin-d.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199541-4_2-real-milk-power-milkshake-frappe-french-vanilla-rich-in-calcium-vitamin-d.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199541-5_2-real-milk-power-milkshake-frappe-french-vanilla-rich-in-calcium-vitamin-d.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199541-6_2-real-milk-power-milkshake-frappe-french-vanilla-rich-in-calcium-vitamin-d.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199541-7_2-real-milk-power-milkshake-frappe-french-vanilla-rich-in-calcium-vitamin-d.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199541-8_2-real-milk-power-milkshake-frappe-french-vanilla-rich-in-calcium-vitamin-d.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199541-9_2-real-milk-power-milkshake-frappe-french-vanilla-rich-in-calcium-vitamin-d.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Shake well before use.
Single-serve pack.
Consume immediately after opening the pack.","['EAN Code: __ EAN__', 'FSSAI Number: 10012011000618, 10012022000036, 10012022000264', 'Manufacturer Name & : DP - Schreiber Dynamix Dairies Pvt Ltd , E-94 M.I.D.C Bhigwan Road , Baramti , Pune , Maharashtra - 413133 ; WD - Warana Diary and Agro Industries Limited Gat No. 737 , A, Wathar - Warananagar Road Tan:Panhala , Dist . Kolhapur , Maharashtra , India -416113', 'Marketed By: Dabur India Ltd., 8/3, Asaf Ali Road, New Delhi - 110002', 'Country of Origin: India', 'Best Before 31-05-2023', '","Dabur India Ltd., 8/3, Asaf Ali Road, New Delhi - 110002",-,-,-,-,"Toned Milk, Sugar, Calcium Carbonate, Stabilizer, Iodized Salt, Acidity Regulator, Emulsifier, Vitamin D2, Contains Added Flavours",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Real,"Real Milk Power Milkshake Frappe - Strawberry, Rich In Calcium & Vitamin D, 180 ml","Real Milk Power Frappe Strawberry Milkshake has the goodness of milk and strawberry. It has 50% more calcium and vitamin D2 than Cow Milk (based on values as per NIN, ICMR). It has no added preservative and is a good source of protein. Taste and health in one packet. It is made from UHT treated flavoured toned milk. Enjoy this to tame your small hunger pangs. Real Milkshake comes in 4 flavours “ Belgian Chocolate, Alphonso Mango, French Vanilla and Strawberry.",180 ml,ml,180 ml,1,1,35,29.05,"DP - Schreiber Dynamix Dairies Pvt Ltd , E-94 M.I.D.C Bhigwan Road , Baramti , Pune , Maharashtra - 413133 ; WD - Warana Diary and Agro Industries Limited Gat No. 737 , A, Wathar - Warananagar Road Tan:Panhala , Dist . Kolhapur , Maharashtra , India -416113",India,-,"['10012011000618,10012022000036,10012022000264']",https://datalabs.siva3.io/image/Eunimart_groceries_40199540_2-real-milk-power-milkshake-frappe-strawberry-rich-in-calcium-vitamin-d.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199540-2_2-real-milk-power-milkshake-frappe-strawberry-rich-in-calcium-vitamin-d.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199540-3_2-real-milk-power-milkshake-frappe-strawberry-rich-in-calcium-vitamin-d.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199540-4_2-real-milk-power-milkshake-frappe-strawberry-rich-in-calcium-vitamin-d.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199540-5_2-real-milk-power-milkshake-frappe-strawberry-rich-in-calcium-vitamin-d.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199540-6_2-real-milk-power-milkshake-frappe-strawberry-rich-in-calcium-vitamin-d.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199540-7_2-real-milk-power-milkshake-frappe-strawberry-rich-in-calcium-vitamin-d.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199540-8_2-real-milk-power-milkshake-frappe-strawberry-rich-in-calcium-vitamin-d.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199540-9_2-real-milk-power-milkshake-frappe-strawberry-rich-in-calcium-vitamin-d.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Shake well before use.
Single-serve pack.
Consume immediately after opening the pack.","['EAN Code: __ EAN__', 'FSSAI Number: 10012011000618, 10012022000036, 10012022000264', 'Manufacturer Name & : DP - Schreiber Dynamix Dairies Pvt Ltd , E-94 M.I.D.C Bhigwan Road , Baramti , Pune , Maharashtra - 413133 ; WD - Warana Diary and Agro Industries Limited Gat No. 737 , A, Wathar - Warananagar Road Tan:Panhala , Dist . Kolhapur , Maharashtra , India -416113', 'Marketed By: Dabur India Ltd., 8/3, Asaf Ali Road, New Delhi - 110002', 'Country of Origin: India', 'Best Before 31-05-2023', '","Dabur India Ltd., 8/3, Asaf Ali Road, New Delhi - 110002",-,-,-,-,"Toned Milk, Sugar, Strawberry Pulp, Stabilizer, Acidity Regulator, Emulsifier, Calcium Carbonate, Vitamin D2",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Rooh Afza Fusion,"Rooh Afza Fusion Milk Shake, 180 ml Tetra Pak","Ready to drink. pack with RoohAfza Milk. Introduced in 1907, RoohAfza is a fruit-filled, friendly punch that is a perfect treat on a hot day. It has been the country's favourite drink for generations. The flavour, the fragrance and the colour, as well as the goodness, remain unparalleled even after 100 years of its creation. Hakim Hafiz Abdul Majeeds brainchild, is a cool blend of herbal ingredients. A refreshing concoction, RoohAfza is a thirst quencher and a great additive for mocktails and desserts. Besides cooling, it is also nutritional and maintains as well as adjusts the body's water level.",180 ml Tetra Pak,ml,180 ml Tetra Pak,1,1,30,30,"Schreiber Dynamix Dairies Pvt. Ltd., E-94, Midc, Bhigwan Road, Baramati-413133, Dist. Pune, Maharashtra",India,['8901453000734'],"['10012022000264,10016011003389']",https://datalabs.siva3.io/image/Eunimart_groceries_40196283_1-rooh-afza-fusion-milk-shake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40196283-2_1-rooh-afza-fusion-milk-shake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40196283-3_1-rooh-afza-fusion-milk-shake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40196283-4_1-rooh-afza-fusion-milk-shake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40196283-5_1-rooh-afza-fusion-milk-shake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40196283-6_1-rooh-afza-fusion-milk-shake.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8901453000734', 'Country Of Origin: India', 'Fssai Number: 10012022000264, 10016011003389', 'Manufacturer Name & : Schreiber Dynamix Dairies Pvt. Ltd., E-94, Midc, Bhigwan Road, Baramati-413133, Dist. Pune, Maharashtra', 'Marketed By: Hamdard Laboratories (India), 2A/3, Asaf Ali Road, New Delhi-110002', 'Best Before __Psl__ Days From The Date Of Delivery', '","Hamdard Laboratories (India), 2A/3, Asaf Ali Road, New Delhi-110002",-,-,-,-,"Toned Milk (86%), Sugar, Water, Milk Solids, Stabilizer Emulsifier (Ins 407, Ins 412, Ins 415 Ins 471), Acidity Regulator [Ins 339(Ii), Ins 331(Iii)]. Contains Permitted Synthetic Food Colours (Ins 127) And Added Flavours (Natural And Nature Identical Flavouring Substances)",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Sleepy Owl,"Sleepy Owl Classic Coffee, 4x200 ml Multipack","Sleepy Owl Classic is a cold-brewed iced coffee made from the highest quality 100% Grade A coffee sourced straight from Chikmagalur. Made with just 8 grams of sugar and a little milk, Sleepy Owl Classic is the perfect functional beverage for all lovers of coffee. The bottles contain 200 ml of iced coffee and are made with love at our production facility in Ghaziabad. Each bottle has a shelf life of 120 days, which is achieved without any preservatives due to a special production process we use.",4x200 ml Multipack,ml,4x200 ml Multipack,1,1,500,500,"Amrit Corp Ltd (Unit Amrit Food), Amrit Nagar, G.T. Road, Ghaziabad, U.P. - 201009 & 145/1, Ground Floor, Shahpur Jat, Delhi-110049",India,['1209644'],['13317008000352'],https://datalabs.siva3.io/image/Eunimart_groceries_209644_1-sleepy-owl-classic-coffee.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to drink.,"['EAN Code: 1209644', 'Country of origin: India', 'FSSAI Number: 13317008000352', 'Manufacturer Name and : Amrit Corp Ltd (Unit Amrit Food), Amrit Nagar, G.T. Road, Ghaziabad, U.P. - 201009 & 145/1, Ground Floor, Shahpur Jat, Delhi-110049', 'Marketed by: Sleepy Owl Coffee Pvt Ltd 145/1, Ground Floor, Shahpur Jat, Delhi-110049', 'Best Before 01-05-2023', '","Sleepy Owl Coffee Pvt Ltd 145/1, Ground Floor, Shahpur Jat, Delhi-110049",-,-,-,-,"Coffee, Milk & Sugar.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Sleepy Owl,"Sleepy Owl Classic Coffee, 5x200 ml Multipack","Sleepy Owl Classic is a cold-brewed iced coffee made from the highest quality 100% Grade A coffee sourced straight from Chikmagalur. Made with just 8 grams of sugar and a little milk, Sleepy Owl Classic is the perfect functional beverage for all lovers of coffee. The bottles contain 200 ml of iced coffee and are made with love at our production facility in Ghaziabad. Each bottle has a shelf life of 120 days, which is achieved without any preservatives due to a special production process we use.",5x200 ml Multipack,ml,5x200 ml Multipack,1,1,625,625,"Amrit Corp Ltd (Unit Amrit Food), Amrit Nagar, G.T. Road, Ghaziabad, U.P. - 201009 & 145/1, Ground Floor, Shahpur Jat, Delhi-110049",India,['1209646'],['13317008000352'],https://datalabs.siva3.io/image/Eunimart_groceries_209646_1-sleepy-owl-classic-coffee.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to drink.,"['EAN Code: 1209646', 'Country of origin: India', 'FSSAI Number: 13317008000352', 'Manufacturer Name and : Amrit Corp Ltd (Unit Amrit Food), Amrit Nagar, G.T. Road, Ghaziabad, U.P. - 201009 & 145/1, Ground Floor, Shahpur Jat, Delhi-110049', 'Marketed by: Sleepy Owl Coffee Pvt Ltd 145/1, Ground Floor, Shahpur Jat, Delhi-110049', 'Best Before 01-05-2023', '","Sleepy Owl Coffee Pvt Ltd 145/1, Ground Floor, Shahpur Jat, Delhi-110049",-,-,-,-,"Coffee, Milk & Sugar.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Sleepy Owl,"Sleepy Owl Classic Cold Brew Coffee, 2x200 ml Multipack","Sleepy Owl Classic is a cold-brewed iced coffee made from the highest quality 100% Grade A coffee sourced straight from Chikmagalur. Made with just 8 grams of sugar and a little milk, Sleepy Owl Classic is the perfect functional beverage for all lovers of coffee. The bottles contain 200ml of iced coffee and are made with love at our production facility in Ghaziabad. Each bottle has a shelf life of 120 days, which is achieved without any preservatives due to a special production process we use. The bottles are capped with easy to pull pop off caps and have an ambient shelf life meaning they can be stored in cold or warm temperature. These ready-to-drink bottles are India's first and only bottled iced coffee drink that contains nothing except coffee, milk, and sugar. No preservatives, no stabilisers, no emulsifiers, and no chemicals. Our mission at Sleepy Owl Coffee is to make high-quality cold brew coffee products that you can consume with ease and convenience at home, at work or on the go without having to compromise on taste or health. The same formula applies to the bottles - just chill them, shake them, pop them open, and gulp them down! Quantity: 200 ml",2x200 ml Multipack,ml,2x200 ml Multipack,1,1,250,250,"Amrit Corp Ltd (Unit Amrit Food), Amrit Nagar, G.T. Road, Ghaziabad, U.P. - 201009 & 145/1, Ground Floor, Shahpur Jat, Delhi-110049",India,['1209640'],['13317008000352'],https://datalabs.siva3.io/image/Eunimart_groceries_209640_2-sleepy-owl-cold-brew-coffee-classic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to drink.,"['EAN Code: 1209640', 'Country of origin: India', 'FSSAI Number: 13317008000352', 'Manufacturer Name and : Amrit Corp Ltd (Unit Amrit Food), Amrit Nagar, G.T. Road, Ghaziabad, U.P. - 201009 & 145/1, Ground Floor, Shahpur Jat, Delhi-110049', 'Marketed by: Sleepy Owl Coffee Pvt Ltd 145/1, Ground Floor, Shahpur Jat, Delhi-110049', 'Best Before 01-05-2023', '","Sleepy Owl Coffee Pvt Ltd 145/1, Ground Floor, Shahpur Jat, Delhi-110049",-,-,-,-,"Coffee, Water, Milk & Sugar.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Sleepy Owl,"Sleepy Owl Classic Iced Coffee - Made With Cold Brew, 200 ml Bottle","Sleepy Owl Classic is a cold-brewed iced coffee made from the highest quality 100% Grade A coffee sourced straight from Chikmagalur. Made with just 8 grams of sugar and a little milk, Sleepy Owl Classic is the perfect functional beverage for all lovers of coffee. The bottles contain 200ml of iced coffee and are made with love at our production facility in Ghaziabad. Each bottle has a shelf life of 120 days, which is achieved without any preservatives due to a special production process we use. The bottles are capped with easy-to-pull pop-off caps and have an ambient shelf life meaning they can be stored in cold or warm temperatures. These ready-to-drink bottles are India's first and only bottled iced coffee drink that contains nothing except coffee, milk, and sugar. No preservatives, no stabilisers, no emulsifiers, and no chemicals. Our mission at Sleepy Owl Coffee is to make high-quality cold brew coffee products that you can consume with ease and convenience at home, at work or on the go without having to compromise on taste or health. The same formula applies to the bottles - just chill them, shake them, pop them open, and gulp them down!",200 ml Bottle,ml,200 ml Bottle,1,1,125,125,"Amrit Corp Ltd (Unit Amrit Food), Amrit Nagar, G.T. Road, Ghaziabad, U.P. - 201009 & 145/1, Ground Floor, Shahpur Jat, Delhi-110049",India,['8908012230083'],['13317008000352'],https://datalabs.siva3.io/image/Eunimart_groceries_40172087_6-sleepy-owl-cold-brew-coffee-classic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172087-2_6-sleepy-owl-cold-brew-coffee-classic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172087-3_6-sleepy-owl-cold-brew-coffee-classic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172087-4_6-sleepy-owl-cold-brew-coffee-classic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172087-5_1-sleepy-owl-cold-brew-coffee-classic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172087-6_1-sleepy-owl-cold-brew-coffee-classic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172087-7_1-sleepy-owl-cold-brew-coffee-classic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172087-8_1-sleepy-owl-cold-brew-coffee-classic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to drink.,"['EAN Code: 8908012230083', 'Country of origin: India', 'FSSAI Number: 13317008000352', 'Manufacturer Name and : Amrit Corp Ltd (Unit Amrit Food), Amrit Nagar, G.T. Road, Ghaziabad, U.P. - 201009 & 145/1, Ground Floor, Shahpur Jat, Delhi-110049', 'Marketed by: Sleepy Owl Coffee Pvt Ltd 145/1, Ground Floor, Shahpur Jat, Delhi-110049', 'Best Before 01-05-2023', '","Sleepy Owl Coffee Pvt Ltd 145/1, Ground Floor, Shahpur Jat, Delhi-110049",-,-,-,-,"Coffee, Water, Milk & Sugar.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Sleepy Owl,"Sleepy Owl Cold Brew Coffee (Classic) + Cold Coffee - Mocha (200 ml each) Bottle, Combo 2 Items","Sleepy Owl Cold Brew Coffee (Classic) 200 ml Bottle
Sleepy Owl Classic is a cold-brewed iced coffee made from the highest quality 100% Grade A coffee sourced straight from Chikmagalur. Made with just 8 grams of sugar and a little milk, Sleepy Owl Classic is the perfect functional beverage for all lovers of coffee. The bottles contain 200ml of iced coffee and are made with love at our production facility in Ghaziabad. Each bottle has a shelf life of 120 days, which is achieved without any preservatives due to a special production process we use. 

Sleepy Owl Cold Coffee - Mocha, With No Preservatives 200 ml Bottle",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,250,250,"Amrit Corp Ltd (Unit Amrit Food), Amrit Nagar, G.T. Road, Ghaziabad, U.P. - 201009 & 145/1, Ground Floor, Shahpur Jat, Delhi-110049",India,['1214970'],['13317008000352'],https://datalabs.siva3.io/image/Eunimart_groceries_214970_1-sleepy-owl-cold-brew-coffee-classic-cold-coffee-mocha-200-ml-each-bottle.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Sleepy Owl Cold Brew Coffee (Classic) 200 ml Bottle
Ready to drink.

Sleepy Owl Cold Coffee - Mocha, With No Preservatives 200 ml Bottle
Ready to drink","['EAN Code: 1214970', 'Country of origin: India', 'FSSAI Number: 13317008000352', 'Manufacturer Name and : Amrit Corp Ltd (Unit Amrit Food), Amrit Nagar, G.T. Road, Ghaziabad, U.P. - 201009 & 145/1, Ground Floor, Shahpur Jat, Delhi-110049', 'Marketed by:Sleepy Owl- 145/1, Shahpur Jat, Siri Fort, New Delhi, Delhi 110049', 'Country of origin: India', 'Best before 01-05-2023', '","Sleepy Owl- 145/1, Shahpur Jat, Siri Fort, New Delhi, Delhi 110049",-,-,-,-,"Sleepy Owl Cold Brew Coffee (Classic) 200 ml Bottle
Coffee, Milk & Sugar.

Sleepy Owl Cold Coffee - Mocha, With No Preservatives 200 ml Bottle
Mocha",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Sleepy Owl,"Sleepy Owl Cold Brew Coffee (Classic) + Cold Coffee - Mocha + Hazelnut Coffee (200 ml each), Combo 3 Items","Sleepy Owl Cold Brew Coffee (Classic) 200 ml Bottle
Sleepy Owl Classic is a cold-brewed iced coffee made from the highest quality 100% Grade A coffee sourced straight from Chikmagalur. Made with just 8 grams of sugar and a little milk, Sleepy Owl Classic is the perfect functional beverage for all lovers of coffee. The bottles contain 200ml of iced coffee and are made with love at our production facility in Ghaziabad. Each bottle has a shelf life of 120 days, which is achieved without any preservatives due to a special production process we use. 

Sleepy Owl Cold Coffee - Mocha, With No Preservatives 200 ml Bottle

Sleepy Owl Hazelnut Coffee 200 ml Bottle",Combo 3 Items,Combo  Items,Combo 3 Items,3,1,375,375,"Amrit Corp Ltd (Unit Amrit Food), Amrit Nagar, G.T. Road, Ghaziabad, U.P. - 201009 & 145/1, Ground Floor, Shahpur Jat, Delhi-110049",India,['1214981'],['13317008000352'],https://datalabs.siva3.io/image/Eunimart_groceries_214981_1-sleepy-owl-cold-brew-coffee-classic-cold-coffee-mocha-hazelnut-coffee-200-ml-each.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Sleepy Owl Cold Brew Coffee (Classic) 200 ml Bottle
Ready to drink.

Sleepy Owl Cold Coffee - Mocha, With No Preservatives 200 ml Bottle
Ready to drink
Sleepy Owl Hazelnut Coffee 200 ml Bottle
Ready to drink.","['EAN Code: 1214981', 'Country of origin: India', 'FSSAI Number: 13317008000352', 'Manufacturer Name and : Amrit Corp Ltd (Unit Amrit Food), Amrit Nagar, G.T. Road, Ghaziabad, U.P. - 201009 & 145/1, Ground Floor, Shahpur Jat, Delhi-110049', 'Marketed by: Sleepy Owl Coffee Pvt Ltd 145/1, Ground Floor, Shahpur Jat, Delhi-110049', 'Best Before__PSL__days from the date of delivery', '","Sleepy Owl Coffee Pvt Ltd 145/1, Ground Floor, Shahpur Jat, Delhi-110049",-,-,-,-,"Sleepy Owl Cold Brew Coffee (Classic) 200 ml Bottle
Coffee, Milk & Sugar.

Sleepy Owl Cold Coffee - Mocha, With No Preservatives 200 ml Bottle
Mocha
Sleepy Owl Hazelnut Coffee 200 ml Bottle
Coffee, Milk & Sugar. Contains added flavours (Natural Identical Flavouring).",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Sleepy Owl,"Sleepy Owl Cold Brew Coffee (Classic) + Cold Coffee - Salted Caramel (200 ml each) Bottle, Combo 2 Items","Sleepy Owl Cold Brew Coffee (Classic) 200 ml Bottle
Sleepy Owl Classic is a cold-brewed iced coffee made from the highest quality 100% Grade A coffee sourced straight from Chikmagalur. Made with just 8 grams of sugar and a little milk, Sleepy Owl Classic is the perfect functional beverage for all lovers of coffee. The bottles contain 200ml of iced coffee and are made with love at our production facility in Ghaziabad. Each bottle has a shelf life of 120 days, which is achieved without any preservatives due to a special production process we use. 

Sleepy Owl Cold Coffee - Salted Caramel, With No Preservatives 200 ml Bottle",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,250,250,"Amrit Corp Ltd (Unit Amrit Food), Amrit Nagar, G.T. Road, Ghaziabad, U.P. - 201009 & 145/1, Ground Floor, Shahpur Jat, Delhi-110049",India,['1214967'],['13317008000352'],https://datalabs.siva3.io/image/Eunimart_groceries_214967_1-sleepy-owl-cold-brew-coffee-classic-cold-coffee-salted-caramel-200-ml-each-bottle.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Sleepy Owl Cold Brew Coffee (Classic) 200 ml Bottle
Ready to drink.

Sleepy Owl Cold Coffee - Salted Caramel, With No Preservatives 200 ml Bottle
Ready to drink","['EAN Code: 1214967', 'Country of origin: India', 'FSSAI Number: 13317008000352', 'Manufacturer Name and : Amrit Corp Ltd (Unit Amrit Food), Amrit Nagar, G.T. Road, Ghaziabad, U.P. - 201009 & 145/1, Ground Floor, Shahpur Jat, Delhi-110049', 'Marketed by:Sleepy Owl- 145/1, Shahpur Jat, Siri Fort, New Delhi, Delhi 110049', 'Country of origin: India', 'Best before 01-05-2023', '","Sleepy Owl- 145/1, Shahpur Jat, Siri Fort, New Delhi, Delhi 110049",-,-,-,-,"Sleepy Owl Cold Brew Coffee (Classic) 200 ml Bottle
Coffee, Milk & Sugar.

Sleepy Owl Cold Coffee - Salted Caramel, With No Preservatives 200 ml Bottle
Salted Caramel",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Sleepy Owl,"Sleepy Owl Cold Brew Coffee (Classic) 200 ml + Cold Brew Coffee (Sweet) 200 ml, Combo 2 Items","Sleepy Owl Cold Brew Coffee (Classic) 200 ml
Sleepy Owl Classic is a cold-brewed iced coffee made from the highest quality 100% Grade A coffee sourced straight from Chikmagalur. Made with just 8 grams of sugar and a little milk, Sleepy Owl Classic is the perfect functional beverage for all lovers of coffee. The bottles contain 200ml of iced coffee and are made with love at our production facility in Ghaziabad. Each bottle has a shelf life of 120 days, which is achieved without any preservatives due to a special production process we use. 

Sleepy Owl Cold Brew Coffee (Sweet) 200 ml",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,250,250,"Amrit Corp Ltd (Unit Amrit Food), Amrit Nagar, G.T. Road, Ghaziabad, U.P. - 201009 & 145/1, Ground Floor, Shahpur Jat, Delhi-110049",India,['1209639'],['13317008000352'],https://datalabs.siva3.io/image/Eunimart_groceries_209639_2-sleepy-owl-cold-brew-coffee-classic-200-ml-cold-brew-coffee-sweet-200-ml.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Sleepy Owl Cold Brew Coffee (Classic) 200 ml
Ready to drink.

Sleepy Owl Cold Brew Coffee (Sweet) 200 ml
Ready to drink.","['EAN Code: 1209639', 'Country of origin: India', 'FSSAI Number: 13317008000352', 'Manufacturer Name and : Amrit Corp Ltd (Unit Amrit Food), Amrit Nagar, G.T. Road, Ghaziabad, U.P. - 201009 & 145/1, Ground Floor, Shahpur Jat, Delhi-110049', 'Marketed by: Sleepy Owl Coffee Pvt Ltd 145/1, Ground Floor, Shahpur Jat, Delhi-110049', 'Best Before 01-05-2023', '","Sleepy Owl Coffee Pvt Ltd 145/1, Ground Floor, Shahpur Jat, Delhi-110049",-,-,-,-,"Sleepy Owl Cold Brew Coffee (Classic) 200 ml
Coffee, Milk & Sugar.

Sleepy Owl Cold Brew Coffee (Sweet) 200 ml
Coffee, Milk & Sugar",-
