L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Specification,From The Brand
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Power One,"Power One Alkaline Battery - Longlife Power, AAA, 6 pcs Blister Pack","Power One Long-life Power AAA Alkaline Battery is 10 times Longer Lasting Power battery compared to an ordinary battery. These are multi-purpose batteries ideal for reliably everyday devices. The superior nylon top closure helps to prevent the batteries from leakage. It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.",6 pcs Blister Pack,pcs Blister Pack,6 pcs Blister Pack,6,1,240,209,"VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com",Germany,['4008496037919'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40278927_1-power-one-longlife-power-aaa-alkaline-battery-multipurpose.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. 10 times longer than batteries.
2. Ideal to use for everyday devices.
3. 100% leak-proof batteries.","It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.","[{'EAN Code': '4008496037919'}, {'Manufacturer Name & ': 'VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com'}, {'Imported & Marketed by': 'Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069'}, {'Country of Origin': 'Germany'}]","Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069",-,-,-,-,"Brand:- Power One.
Type:- Battery .
Material:- Alkaline Battery.
Colour:- Multi.
Dimensions :- 8 X1.1 X12 Cm
Weight :- 72 gm.
Average Life:- 87600 Hours .
Package Content:- 6 Pc Battery.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Power One,"Power One Alkaline Battery - Longlife, AA, 2 pcs Blister Pack","Power One Long-life Power AA 2s Alkaline Battery is 10 times Longer Lasting Power battery compared to an ordinary battery. These are multi-purpose batteries ideal for reliably everyday devices. The superior nylon top closure helps to prevent the batteries from leakage. It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.",2 pcs Blister Pack,pcs Blister Pack,2 pcs Blister Pack,2,1,72,65,"VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com",Germany,['4008496037827'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40278932_1-power-one-longlife-aa-2s-alkaline-battery-multipurpose.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. 10 times longer than batteries.
2. Ideal to use for everyday devices.
3. 100% leak-proof batteries.","It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.","[{'EAN Code': '4008496037827'}, {'Manufacturer Name & ': 'VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com'}, {'Imported & Marketed by': 'Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069'}, {'Country of Origin': 'Germany'}]","Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069",-,-,-,-,"Brand:- Power One.
Type:- Battery .
Material:- Alkaline Battery.
Colour:- Multi.
Dimensions :- 8 X1.5 X12 Cm
Weight :- 48 gm.
Average Life:- 87600 Hours .
Package Content:- 2 Pc Battery.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Power One,"Power One Alkaline Battery - Longlife, AA, 4 pcs Blister Pack","Power One Long-life Power AA Alkaline Battery is 10 times Longer Lasting Power battery compared to an ordinary battery. These are multi-purpose batteries ideal for reliably everyday devices. The superior nylon top closure helps to prevent the batteries from leakage. It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.",4 pcs Blister Pack,pcs Blister Pack,4 pcs Blister Pack,4,1,136,125,"VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com",Germany,['4008496037858'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40278934_1-power-one-longlife-aa-alkaline-battery-multipurpose.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. 10 times longer than batteries.
2. Ideal to use for everyday devices.
3. 100% leak-proof batteries.","It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.","[{'EAN Code': '4008496037858'}, {'Manufacturer Name & ': 'VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com'}, {'Imported & Marketed by': 'Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069'}, {'Country of Origin': 'Germany'}]","Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069",-,-,-,-,"Brand:- Power One.
Type:- Battery .
Material:- Alkaline Battery.
Colour:- Multi.
Dimensions :- 8 X1.5 X12 Cm
Weight :- 94 gm.
Average Life:- 87600 Hours .
Package Content:- 4 Pc Battery.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Power One,"Power One Alkaline Battery - Longlife, AAA, 2 pcs Blister Pack","Power One Long-life Power AAA 2s Alkaline Battery is 10 times Longer Lasting Power battery compared to an ordinary battery. These are multi-purpose batteries ideal for reliably everyday devices. The superior nylon top closure helps to prevent the batteries from leakage. It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.",2 pcs Blister Pack,pcs Blister Pack,2 pcs Blister Pack,2,1,72,65,"VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com",Germany,['4008496037865'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40278933_1-power-one-longlife-aaa-2s-alkaline-battery-multipurpose.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. 10 times longer than batteries.
2. Ideal to use for everyday devices.
3. 100% leak-proof batteries.","It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.","[{'EAN Code': '4008496037865'}, {'Manufacturer Name & ': 'VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com'}, {'Imported & Marketed by': 'Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069'}, {'Country of Origin': 'Germany'}]","Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069",-,-,-,-,"Brand:- Power One.
Type:- Battery .
Material:- Alkaline Battery.
Colour:- Multi.
Dimensions :- 8 X1.1 X12 Cm
Weight :- 24 gm.
Average Life:- 87600 Hours .
Package Content:- 2 Pc Battery.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Power One,"Power One Alkaline Battery - Longlife, AAA, 4 pcs Blister Pack","Power One Long-life Power AAA Alkaline Battery is 10 times Longer Lasting Power battery compared to an ordinary battery. These are multi-purpose batteries ideal for reliably everyday devices. The superior nylon top closure helps to prevent the batteries from leakage. It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.",4 pcs Blister Pack,pcs Blister Pack,4 pcs Blister Pack,4,1,136,125,"VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com",Germany,['4008496037872'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40278935_1-power-one-longlife-aaa-alkaline-battery-multipurpose.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. 10 times longer than batteries.
2. Ideal to use for everyday devices.
3. 100% leak-proof batteries.","It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.","[{'EAN Code': '4008496037872'}, {'Manufacturer Name & ': 'VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com'}, {'Imported & Marketed by': 'Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069'}, {'Country of Origin': 'Germany'}]","Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069",-,-,-,-,"Brand:- Power One.
Type:- Battery .
Material:- Alkaline Battery.
Colour:- Multi.
Dimensions :- 8 X1.1 X12 Cm
Weight :- 48 gm.
Average Life:- 87600 Hours .
Package Content:- 4 Pc Battery.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Power One,"Power One Lithium Coin Battery - CR 2032, Blister Pack, 5 pcs","Powerone Electronics Lithium CR 2032 is a coin battery. These batteries work in extreme temperatures and have 0% mercury added. It is environmentally friendly and is available in different sizes. They ensure the safety of your children as it is a tamper-proof pack with a double blister. These are reliable batteries that are guaranteed to have long-lasting power. It is made with high-purity lithium and is guaranteed to have long-lasting power. They are commonly used for use in keyfobs, small remotes, scales, wearables, sensors, medical devices, etc.",5 pcs,pcs,5 pcs,5,1,300,249,"VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com",Germany,['4008496035687'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40278940_2-power-one-electronics-lithium-cr-2032-coin-battery-0-mercury-added-long-lasing.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278940-2_2-power-one-electronics-lithium-cr-2032-coin-battery-0-mercury-added-long-lasing.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is easy to use.
2. Guaranteed to have long-lasting power.
3. They are environmentally friendly.
4. Tamper-proof and safe for your children.
5. Multi-purpose batteries.","Coin batteries are ideal for wrist watches, LED lights, neck lights, electronic thermometers, desktop clocks, calculators, electronic organizers, electronic toys, keyless entry and scientific instruments.","[{'EAN Code': '4008496035687'}, {'Manufacturer Name & ': 'VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com'}, {'Imported & Marketed by': 'Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069'}, {'Country of Origin': 'Germany'}]","Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069",-,-,-,-,"Brand:- Power One.
Type:- Battery .
Material:- LITHIUM Coin cell.
Colour:- Silver.
Dimensions :- 0.25 X0.25 X0.25 Cm
Weight:- 25 gm.
Shape:- Round.
Average Life:- 87600 Hours .
Package Content:- 5 pcs.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Power One,"Power One Max Power Alkaline Battery - Longlife, AA, 2 pcs Blister Pack","Power One Long-life Max Power AA 2s Alkaline Battery is 10 times Longer Lasting Power battery compared to an ordinary battery. These are multi-purpose batteries ideal for reliably everyday devices. The superior nylon top closure helps to prevent the batteries from leakage. It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.",2 pcs Blister Pack,pcs Blister Pack,2 pcs Blister Pack,2,1,100,89,"VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com",Germany,['4008496037810'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40278936_1-power-one-longlife-max-power-aa-2s-alkaline-battery-multipurpose.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. 10 times longer than batteries.
2. Ideal to use for everyday devices.
3. 100% leak-proof batteries.","It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.","[{'EAN Code': '4008496037810'}, {'Manufacturer Name & ': 'VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com'}, {'Imported & Marketed by': 'Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069'}, {'Country of Origin': 'Germany'}]","Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069",-,-,-,-,"Brand:- Power One.
Type:- Battery .
Material:- Alkaline Battery.
Colour:- Multi.
Dimensions :- 8 X1.5 X12 Cm
Weight :- 48 gm.
Average Life:- 87600 Hours .
Package Content:- 2 Pc Battery.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Power One,"Power One Max Power Alkaline Battery - Longlife, AA, 4 pcs Blister Pack","Power One Long-life Max Power AA Alkaline Battery is 10 times Longer Lasting Power battery compared to an ordinary battery. These are multi-purpose batteries ideal for reliably everyday devices. The superior nylon top closure helps to prevent the batteries from leakage. It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.",4 pcs Blister Pack,pcs Blister Pack,4 pcs Blister Pack,4,1,180,169,"VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com",Germany,['4008496037896'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40278938_1-power-one-longlife-max-power-aa-alkaline-battery-multi-purpose.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. 10 times longer than batteries.
2. Ideal to use for everyday devices.
3. 100% leak-proof batteries.","It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.","[{'EAN Code': '4008496037896'}, {'Manufacturer Name & ': 'VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com'}, {'Imported & Marketed by': 'Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069'}, {'Country of Origin': 'Germany'}]","Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069",-,-,-,-,"Brand:- Power One.
Type:- Battery .
Material:- Alkaline Battery.
Colour:- Multi.
Dimensions :- 8 X1.5 X12 Cm
Weight:- 94 gm.
Average Life:- 87600 Hours .
Package Content:- 4 Pc Battery.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Power One,"Power One Max Power Alkaline Battery - Longlife, AAA, 2 pcs Blister Pack","Power One Long-life Max Power AAA 2s Alkaline Battery is 10 times Longer Lasting Power battery compared to an ordinary battery. These are multi-purpose batteries ideal for reliably everyday devices. The superior nylon top closure helps to prevent the batteries from leakage. It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.",2 pcs Blister Pack,pcs Blister Pack,2 pcs Blister Pack,2,1,100,89,"VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com",Germany,['4008496037667'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40278937_1-power-one-longlife-max-power-aaa-2s-alkaline-battery-multipurpose.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. 10 times longer than batteries.
2. Ideal to use for everyday devices.
3. 100% leak-proof batteries.","It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.","[{'EAN Code': '4008496037667'}, {'Manufacturer Name & ': 'VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com'}, {'Imported & Marketed by': 'Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069'}, {'Country of Origin': 'Germany'}]","Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069",-,-,-,-,"Brand:- Power One.
Type:- Battery .
Material:- Alkaline Battery.
Colour:- Multi.
Dimensions :- 8 X1.1 X12 Cm
Weight :- 24 gm.
Average Life:- 87600 Hours .
Package Content:- 2 Pc Battery.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Power One,"Power One Max Power Alkaline Battery - Longlife, AAA, 4 pcs Blister Pack","Power One Long-life Max Power AAA Alkaline Battery is a 10 times Longer Lasting Power battery compared to an ordinary battery. These are multi-purpose batteries ideal for reliably everyday devices. The superior nylon top closure helps to prevent the batteries from leakage. It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.",4 pcs Blister Pack,pcs Blister Pack,4 pcs Blister Pack,4,1,180,169,"VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com",Germany,['4008496037674'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40278939_1-power-one-longlife-max-power-aaa-alkaline-battery-multi-purpose.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. 10 times longer than batteries.
2. Ideal to use for everyday devices.
3. 100% leak-proof batteries.","It can be used in portable games consoles, shavers, motorized toys, flashlights and toothbrushes, etc.","[{'EAN Code': '4008496037674'}, {'Manufacturer Name & ': 'VARTA Consumer Batteries GmbH & Co. KGaA , Germany, Contact:-022-26841293, customercare@quadrantconsumer.com'}, {'Imported & Marketed by': 'Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069'}, {'Country of Origin': 'Germany'}]","Quadrant Consumer Products LLP,02K, Hubtown Solaris, Andheri East Flyover, near East West, Mumbai, Maharashtra 400069",-,-,-,-,"Brand:- Power One.
Type:- Battery .
Material:- Alkaline Battery.
Colour:- Multi.
Dimensions :- 8 X1.1 X12 Cm
Weight:- 48 gm.
Average Life:- 87600 Hours .
Package Content:- 4 Pc Battery.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Prokitchen,"Prokitchen Hand Juicer - Multipurpose, Long Lasting, 1 pc","Pro Kitchen Hand Juicer is made with high-quality material. This hand juicer is specially designed to extract juice from citrus fruits. It is designed in such a way that it presses down on half of the fruit to extract the juice. It gives you fresh juice and retains nutrients in fruits. The hand juicer is strong. It is durable and long-lasting. It is easy to use, wash and clean. Now enjoy delicious and fresh juice at home without much hassle.",1 pc,pc,1 pc,1,1,347,269,"Innovative Cad/Cam Services Plot No. G-1993, Road No. L Alllmiggty Gate No.2, Near Jyoti Cng, Gidc Metoda, Ta, Lodhika, Dist. Rajkot-360 021",India,['8906139670027'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40293664_1-prokitchen-hand-juicer-multipurpose-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40293664-2_1-prokitchen-hand-juicer-multipurpose-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40293664-3_1-prokitchen-hand-juicer-multipurpose-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40293664-4_1-prokitchen-hand-juicer-multipurpose-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40293664-5_1-prokitchen-hand-juicer-multipurpose-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40293664-6_1-prokitchen-hand-juicer-multipurpose-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40293664-7_1-prokitchen-hand-juicer-multipurpose-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40293664-8_1-prokitchen-hand-juicer-multipurpose-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40293664-9_1-prokitchen-hand-juicer-multipurpose-long-lasting.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is made of high-quality material.
2. It gives you fresh juice and retains nutrients in fruits.
3. It is durable, rust-free and long-lasting.
4. Easy to wash and clean.",Can be used for both citrus and soft textured fruits.,"[{'EAN Code': '8906139670027'}, {'Manufacturer & Marketed by': 'Innovative Cad/Cam Services Plot No. G-1993, Road No. L Alllmiggty Gate No.2, Near Jyoti Cng, Gidc Metoda, Ta, Lodhika, Dist. Rajkot-360 021'}, {'Country of Origin': 'India'}]","Innovative Cad/Cam Services Plot No. G-1993, Road No. L Alllmiggty Gate No.2, Near Jyoti Cng, Gidc Metoda, Ta, Lodhika, Dist. Rajkot-360 021",-,-,-,-,"1. Brand :- Prokitchen.
2. Type :- Juicer.
3. Material :- Plastic.
4. Dimensions :- XBOWL DIA: 105 MM JALI INNER DIA: 73 MMXTOTAL HEIGHT - 170 MM
5. Weight :- 230 GM.
6. Package Content :- 1 Pc.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,SE7EN,"SE7EN Claw Hammer - Steel, 80Z, Wear Resistant, 1 pc","Curved Claw Hammer specially designed for better operations. Hammer's head is made of high-quality carbon steel, strong wear resistance, dry rust-proof oil treatment, and special embedding technology, not easy to fall off. The handle is made of high-quality rubber and plastic material. It has a comfortable ergonomic design and is not easy to fatigue when used for a long time. This hammer is worth spending every penny and will never disappoint you. Claw Hammer is a shape and size ideal for light-duty tasks, carpentry or driving in nails. The curved claws provide better leverage to draw out nails with relative ease, while its Strong Tubular Steel Shaft Handle offers extra stability. It is of durable construction to support regular use and get the job done powerfully. This hand tool is designed using quality materials for quicker and better workmanship.",1 pc,pc,1 pc,1,1,499,349,"Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",India,['8904190718573'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40280959_1-se7en-claw-hammer-high-quality-steel-durable-anti-slip-grip-for-household-use-80z.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40280959-2_1-se7en-claw-hammer-high-quality-steel-durable-anti-slip-grip-for-household-use-80z.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40280959-3_1-se7en-claw-hammer-high-quality-steel-durable-anti-slip-grip-for-household-use-80z.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40280959-4_1-se7en-claw-hammer-high-quality-steel-durable-anti-slip-grip-for-household-use-80z.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40280959-5_1-se7en-claw-hammer-high-quality-steel-durable-anti-slip-grip-for-household-use-80z.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40280959-6_1-se7en-claw-hammer-high-quality-steel-durable-anti-slip-grip-for-household-use-80z.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Comfort on the Job: It consists of a lightweight design which enables accurate pressure per strike while its steel shaft grip handle provides increased comfort on the job while eliminating hand fatigue.
The ergonomic rubber grip handle absorbs shock & vibration reducing fatigue.
A special bonding process ensures that the head never gets loose from the handle.","Users have greater flexibility and can use the hammer for a range of light-medium duty tasks such as home repairs, woodwork, prying, nail-pulling and general maintenance.","[{'EAN Code': '8904190718573'}, {'Manufacturer Name & Marketed by ': 'Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302'}, {'Country of Origin': 'India'}]","Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",-,-,-,-,"Brand: Se7en
Type: Claw Hammer
Material: Steel
Colour: Steel
Weight: 355 g
Size/Capacity: 80Z
Package Contents: 1 Unit",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,SE7EN,"SE7EN Cutting Plier - Alloy & Carbon Steel, Wear-Resistant, 1 pc","Se7en plier is made of high-quality CR-V steel, with overall heat treatment. Ensure the tool's durability to withstand extended daily use. These wire cutters equipped with TPR handles are non-slip and wear-resistant and are suitable for long-time work. And jaw gap of the combination plier is serrated and the clamping jaw is not easy to slip, improving safety performance. Twice heat treatment of the cutting edge, harder, thinner, labour saving 30%, more convenient to use.",1 pc,pc,1 pc,1,1,349,249,"Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",India,['8904190718528'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40280954_1-se7en-diagonal-cutting-plier-anti-slip-grip-for-household-use-150-mm-red-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40280954-2_1-se7en-diagonal-cutting-plier-anti-slip-grip-for-household-use-150-mm-red-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40280954-3_1-se7en-diagonal-cutting-plier-anti-slip-grip-for-household-use-150-mm-red-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40280954-4_1-se7en-diagonal-cutting-plier-anti-slip-grip-for-household-use-150-mm-red-black.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"With smaller pliers size, you can work precisely and flexibly in tight spaces.
Complete specifications, suitable for home decoration, car maintenance, etc. can meet the use of a variety of scenarios.","It is used for the cutting edge, harder, thinner, labour-saving 30% and more convenient to use.","[{'EAN Code': '8904190718528'}, {'Manufacturer Name & Marketed by ': 'Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302'}, {'Country of Origin': 'India'}]","Bvishal Corporation 207, 2nd Floor, Gala no D9, Parasnath Complex, Dapoda Road, Bhiwandi - 421302",-,-,-,-,"Brand: Se7en
Type: Diagonal Cutting Plier
Material: Alloy Steel, Carbon
Colour: Red & Black
Weight: 209.3 g
Size/Capacity: 150 mm
Package Contents: 1 Unit",-
