`,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Ingredients
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Fresho,"Fresho Country Cage Free Eggs - Medium, Antibiotic Residue-Free, 6 pcs TRAY","Number of Pcs Size
6 pcs Medium
  These desi brown eggs are laid by cage-free hens. These are sorted, graded and sanitised shells. These are very high in calcium and protein. These are hormone and anti-biotic free. These all-natural eggs are with a rich source of calcium and omega 3. The colour of the yolk is sunset orange. 
The Add-on Benefits of Fresho Egg:
Antibiotic free 
Free from growth hormones 
Carefully selected 
Rich in omega 3 
Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",6 pcs TRAY,pcs,6 pcs TRAY,6,1,110,109,"Tanuj Roshi Poultry Farm, Vill. Kakkar Majra, Tehsil Naraingarhdistt. Ambala, Haryana India 134201",India,['40185807'],['10814001000505'],https://datalabs.siva3.io/image/Eunimart_groceries_40185807_2-fresho-country-cage-free-eggs-medium-antibiotic-residue-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Bigbasket sources eggs and meat from identified farms and ports with stringent standard checks.
Be it eggs, chicken, mutton, fish and all other seafood, we procure them fresh and process them in our state-of-the-art hygienic facility to assure you the best quality meat delivered at your doorstep.
All the products go through various stringent checks and procedures by meat experts to certify their quality.
Our butcheries process the meat, artisanally cut and proportion them ready to be packed.
One of the most important things we do keep them fresh is storing them at the right temperature.
Our transport vehicles are temperature-controlled to make sure the meat remains fresh and succulent.
We pack the meat hygienically and store them in temperature-controlled rooms.
Our delivery executives collect the meat and carry them in insulated trays covered with gel pads to keep the freshness intact until it reaches our customer's doorstep.","You can have it boiled or fried.
Use this in bakery products.","[{'EAN Code': '40185807'}, {'Country of Origin': 'India'}, {'FSSAI No': '10814001000505'}, {'Manufacturer Name & ': 'Tanuj Roshi Poultry Farm, Vill. Kakkar Majra, Tehsil Naraingarhdistt. Ambala, Haryana India 134201'}]",-,-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Fresho,"Fresho Country Eggs - Kadaknath, Small, Antibiotic Residue-Free, 6 pcs","Kadaknath egg is one of the rare variety of eggs in the country. It increases the high protein level in the human body. The origin of eggs is from Madhya Pradesh. The Add-on Benefits of Fresho Egg: ‚ Antibiotic free ‚ Free from growth hormones ‚ Carefully selected ‚ Rich in omega 3 Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",6 pcs,pcs,6 pcs,6,1,165,129,"Vijay Egg Center, Chittode (Post), Erode Dt, Tamilnadu, 638102",India,['40094161'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40094161_2-fresho-country-eggs-kadaknath-small-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40094161-2_1-fresho-country-eggs-kadaknath-small-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40094161-3_1-fresho-country-eggs-kadaknath-small-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40094161-4_1-fresho-country-eggs-kadaknath-small-antibiotic-residue-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40094161'}, {'Country of Origin': 'India'}, {'Manufacturer Name and ': 'Vijay Egg Center, Chittode (Post), Erode Dt, Tamilnadu, 638102'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Fresho,"Fresho Duck Eggs - Large, Antibiotic Residue-Free, 6 pcs","Number of Pcs Size
6 pcs Large
  Ducks eggs are much bigger than the chicken egg. The speciality of these eggs is there big delicious yolk which makes it a favourite of many. These big yolks have a higher healthy fat content. Duck eggs are enriched with various essentials vitamins and minerals. The tasty is also much creamier and richer. 
The Add-on Benefits of Fresho Egg:
Antibiotic-free 
Free from growth hormones 
Carefully selected 
Rich in omega 3 
Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",6 pcs,pcs,6 pcs,6,1,150,119,"Vijay Egg Center, Chittode (Post), Erode Dt, Tamilnadu, 638102",India,['40094162'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40094162_5-fresho-duck-eggs-large-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40094162-2_1-fresho-duck-eggs-large-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40094162-3_1-fresho-duck-eggs-large-antibiotic-residue-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You can have it boiled or fried.
Use this in bakery products.","[{'EAN Code': '40094162'}, {'Country of Origin': 'India'}, {'Manufacturer Name and ': 'Vijay Egg Center, Chittode (Post), Erode Dt, Tamilnadu, 638102'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Fresho,"Fresho Farm Eggs - Brown, Medium, Antibiotic Residue-Free, 6 pcs","Number of Pcs Size
6 pcs Medium

Eggs are one of the common food items in most of the households. From breakfast to dinner, eggs are indulged in various ways. Poached, boiled, fried; we all have our own favourite choices. Not only are they delicious, but they are also crammed with health benefits. It is one of the most in-expensive sources of high protein. These are one of nature's most wholesome and cost-effective foods. An egg can give you a health kick in no time at all! It is the ideal ingredient to add to your child's breakfast for growth and development. 
The Add-on Benefits of Fresho Egg: 
‚Antibiotic free 
‚Free from growth hormones 
‚Carefully selected 
‚Rich in omega 3 
Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",6 pcs,pcs,6 pcs,6,1,115,66.5,"Vijay Egg Center, Chittode (Post), Erode Dt, Tamilnadu, 638102",India,['40038379'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40038379_9-fresho-farm-eggs-brown-medium-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038379-2_3-fresho-farm-eggs-brown-medium-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038379-3_2-fresho-farm-eggs-brown-medium-antibiotic-residue-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40038379'}, {'Country of Origin': 'India'}, {'Manufacturer Name and ': 'Vijay Egg Center, Chittode (Post), Erode Dt, Tamilnadu, 638102'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Fresho,"Fresho Farm Eggs - Jumbo, Large, Antibiotic Residue-Free, 6 pcs","Number of Pcs Size
6 pcs Large

Eggs are one of the common food items in most of the households. From breakfast to dinner, eggs are indulged in various ways. Poached, boiled, fried; we all have our own favourite choices. Not only are they delicious, but they are also crammed with health benefits. It is one of the most in-expensive sources of high protein. These are one of nature's most wholesome and cost-effective foods. An egg can give you a health kick in no time at all! It is the ideal ingredient to add to your child's breakfast for growth and development. 
The Add-on Benefits of Fresho Egg:
‚Antibiotic free 
‚Free from growth hormones 
‚Carefully selected 
‚Rich in omega 3 
Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",6 pcs,pcs,6 pcs,6,1,115,89,"Vijay Egg Center, Chittode (Post), Erode Dt, Tamilnadu, 638102",India,['40094159'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40094159_3-fresho-farm-eggs-jumbo-large-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40094159-2_1-fresho-farm-eggs-jumbo-large-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40094159-3_1-fresho-farm-eggs-jumbo-large-antibiotic-residue-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40094159'}, {'Country of Origin': 'India'}, {'Manufacturer Name and ': 'Vijay Egg Center, Chittode (Post), Erode Dt, Tamilnadu, 638102'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Fresho,"Fresho Farm Eggs - Regular, Medium, Antibiotic Residue-Free, 6 pcs","Number of Pcs Size
6 pcs Medium

Eggs are one of the common food items in most of the households. From breakfast to dinner, eggs are indulged in various ways. Poached, boiled, fried; we all have our own favourite choices. Not only are they delicious, but they are also crammed with health benefits. It is one of the most in-expensive sources of high protein. These are one of nature's most wholesome and cost-effective foods. An egg can give you a health kick in no time at all! It is the ideal ingredient to add to your child's breakfast for growth and development. 
The Add-on Benefits of Fresho Egg: 
‚Antibiotic free 
‚Free from growth hormones 
‚Carefully selected 
‚Rich in omega 3 
Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",6 pcs,pcs,6 pcs,6,1,65,49,"SGSPL, Sankrail Industrial Park, Mouza+Vill - Bhagabatipur, P.O - Chaturbhujkati, P.S - Sankrail, Dist - Howrah -711313",India,['281204'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_281204_9-fresho-farm-eggs-regular-medium-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_281204-2_1-fresho-farm-eggs-regular-medium-antibiotic-residue-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Besides its direct use, eggs are used as main ingredients in so many other dishes.
You can bake yummy cakes, cookies, scones etc. with eggs; Try your hand at homemade pasta as well.
There is so much you can do with just one egg!
Buy online and save yourself the exhaustive trips to grocery stores.
Just a few clicks and it will be delivered right to your doorstep.","[{'EAN Code': '281204'}, {'Country of Origin': 'India'}, {'Manufactured & Marketed by': 'SGSPL, Sankrail Industrial Park, Mouza+Vill - Bhagabatipur, P.O - Chaturbhujkati, P.S - Sankrail, Dist - Howrah -711313'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Fresho,"Fresho Farm Eggs - Table Tray, Medium, Antibiotic Residue-Free, 12 pcs","Number of Pcs Size
12 pcs Medium

Eggs are one of the common food items in most of the households. From breakfast to dinner, eggs are indulged in various ways. Poached, boiled, fried; we all have our own favourite choices. Not only are they delicious, but they are also crammed with health benefits. It is one of the most in-expensive sources of high protein. These are one of nature's most wholesome and cost-effective foods. An egg can give you a health kick in no time at all! It is the ideal ingredient to add to your child's breakfast for growth and development. 
The Add-on Benefits of Fresho Egg: 
‚Antibiotic free 
‚Free from growth hormones 
‚Carefully selected 
‚Rich in omega 3 
Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",12 pcs,pcs,12 pcs,12,1,140,102,"No. 14, Sushil, Shivaji Park, Veer Savarkar Road, Dadar, Mumbai-400028, Maharashtra, India",India,['40072320'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40072320_2-fresho-farm-eggs-table-tray-medium-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40072320-2_1-fresho-farm-eggs-table-tray-medium-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40072320-3_1-fresho-farm-eggs-table-tray-medium-antibiotic-residue-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"An egg can be made in various ways - from the tried and tested dishes like Omelettes, poached eggs and single fry with the sunny side up, to Indian recipes like egg bhurji.
It is also added to numerous desserts.","[{'EAN Code': '40072320'}, {'Country of Origin': 'India'}, {'Manufactured by': 'No. 14, Sushil, Shivaji Park, Veer Savarkar Road, Dadar, Mumbai-400028, Maharashtra, India'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Fresho,"Fresho Farm Eggs - Table Tray, Medium, Antibiotic Residue-Free, 12 pcs","Number of Pcs Size
12 pcs Medium

Eggs are one of the common food items in most of the households. From breakfast to dinner, eggs are indulged in various ways. Poached, boiled, fried; we all have our own favourite choices. Not only are they delicious, but they are also crammed with health benefits. It is one of the most in-expensive sources of high protein. These are one of nature's most wholesome and cost-effective foods. An egg can give you a health kick in no time at all! It is the ideal ingredient to add to your child's breakfast for growth and development. 
The Add-on Benefits of Fresho Egg: 
‚Antibiotic free 
‚Free from growth hormones 
‚Carefully selected 
‚Rich in omega 3 
Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",12 pcs,pcs,12 pcs,12,1,140,102,"No. 14, Sushil, Shivaji Park, Veer Savarkar Road, Dadar, Mumbai-400028, Maharashtra, India",India,['40072320'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40072320_2-fresho-farm-eggs-table-tray-medium-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40072320-2_1-fresho-farm-eggs-table-tray-medium-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40072320-3_1-fresho-farm-eggs-table-tray-medium-antibiotic-residue-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"An egg can be made in various ways - from the tried and tested dishes like Omelettes, poached eggs and single fry with the sunny side up, to Indian recipes like egg bhurji.
It is also added to numerous desserts.","[{'EAN Code': '40072320'}, {'Country of Origin': 'India'}, {'Manufactured by': 'No. 14, Sushil, Shivaji Park, Veer Savarkar Road, Dadar, Mumbai-400028, Maharashtra, India'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Fresho,"Fresho Farm Quail Eggs - Small, Antibiotic Residue-Free, 12 pcs","Number of Pcs Size
12 pcs Small
  Though smaller in size than chicken eggs, quail eggs contain more fat, protein, iron, and vitamin. It is packed with health-promoting antioxidants helping in cellular damage. It is a delicacy in different Asian countries like Indonesia, Japan, and South Korea. There are a variety of dishes one can cook with this egg. 
The Add-on Benefits of Fresho Egg:
‚Antibiotic free 
‚Free from growth hormones 
‚Carefully selected 
‚Rich in omega 3 
Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",12 pcs,pcs,12 pcs,12,1,85,79,"Vijay Egg Center, Chittode (Post), Erode Dt, Tamilnadu, 638102",India,['40094157'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40094157_5-fresho-farm-quail-eggs-small-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40094157-2_3-fresho-farm-quail-eggs-small-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40094157-3_2-fresho-farm-quail-eggs-small-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40094157-4_2-fresho-farm-quail-eggs-small-antibiotic-residue-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40094157'}, {'Country of Origin': 'India'}, {'Manufacturer Name and ': 'Vijay Egg Center, Chittode (Post), Erode Dt, Tamilnadu, 638102'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Fresho,"Fresho Sandwich Bread - White, Chemical Free 400G + Eggs - Regular 6pcs, Combo 2 Items","Freshly Baked bread is one of lifes greatest simple pleasures and at Bigbasket we decided to give you just that. We start baking our breads once you order using the finest ingredients available. At Bigbasket were passionate about making bread extra special, so we hope youll enjoy eating it as much as we enjoyed baking it. We recommend you consume this bread within 2 days or refrigerate if you intend to use it longer.
Fresh Table eggs are hygienically processed and securely filled for keeping these free from any contamination and impurity. It has high dietary content, protein, smell and rich taste. These are one of nature's most wholesome and cost-effective foods. You can bake enjoyable cakes, cookies, scones etc. with eggs; try your hand over at family pasta as well. It twisted boiled, sunny-side up, deviled or evens the Indian method curry eggs can be finished in so many unique tasty ways.",Combo 2 Items,pcs,Combo 2 Items,2,1,115,99,Please refer to the individual product information given above,India,['1204352'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_204352_1-fresho-sandwich-bread-white-chemical-free-400g-eggs-regular-6pcs.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1204352'}, {'Country of origin': 'India'}, {'Manufacturer by': 'Please refer to the individual product information given above'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Happy Hens Farms,"Happy Hens Farms Free Range Eggs - Omega 3, 6 pcs Carton","Happy Hens Farms Eggs are from chickens feed on herbs, grains, in addition to bugs, greens and others in the range which enriches the eggs uniquely. These are providing the strength and energy to patients. Our eggs are hygienically processed and also safely packed for keeping these free from any contamination and impurity.",6 pcs Carton,pcs,6 pcs Carton,6,1,150,150,"82/100, Chamiers Road, Teynampet",India,['40001285'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40001285_4-happy-hens-farms-free-range-eggs-omega-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001285-2_3-happy-hens-farms-free-range-eggs-omega-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001285-3_3-happy-hens-farms-free-range-eggs-omega-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001285-4_3-happy-hens-farms-free-range-eggs-omega-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001285-5_3-happy-hens-farms-free-range-eggs-omega-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001285-6_2-happy-hens-farms-free-range-eggs-omega-3.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Feed free from non-therapeutic antibiotics, hormones and reared naturally,
It contains rich nutritional content, protein, rich taste and the fragrance.","Eggs can be consumed in various ways like omelettes, boiled eggs, egg bhurji and in any of the dozen egg recipe.","[{'EAN Code': '40001285'}, {'Country of origin': 'India'}, {'Manufactured & Marketed by': '82/100, Chamiers Road, Teynampet'}]","82/100, Chamiers Road, Teynampet",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Hita Farms,"Hita Farms Eggs - Organic, Farm Fresh, Country, 6 pcs","Hita Farms Eggs brings to you country eggs are nutritious, free of antibiotics, hormones and pesticide residues. You can now enjoy the powerhouse of nutritional goodness, fresh from the farm with complete peace of mind. This organic eggs have a deep orange yolk that is thick in consistency and rich in flavour.",6 pcs,pcs,6 pcs,6,1,120,120,"Hita Farms LLp, 203, Pavani Annexe, Road No. 2 Banjara Hills, Telengana - 500034",India,['40131160'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40131160_5-hita-farms-eggs-organic-farm-fresh-country.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40131160-2_4-hita-farms-eggs-organic-farm-fresh-country.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40131160-3_4-hita-farms-eggs-organic-farm-fresh-country.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40131160-4_2-hita-farms-eggs-organic-farm-fresh-country.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40131160-5_1-hita-farms-eggs-organic-farm-fresh-country.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Make omelette, scramble, hard boil, soft boil, etc.
They bind, thicken, coat, serve as a leavening agent, and emulsify.","[{'EAN Code': '40131160'}, {'Country of origin': 'India'}, {'Manufacturer Name and ': 'Hita Farms LLp, 203, Pavani Annexe, Road No. 2 Banjara Hills, Telengana - 500034'}]",-,-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Just Laid,"Just Laid Eggs - Brown, Antibiotic Free, 6 pcs","Just Laid Healthy Golden Eggs are fresh brown eggs from people with 4 decades of experience in farming.
We feed our birds with a vegetarian diet with herbal and probiotic additives, formulated by our experts to provide a balanced mix of nutrients from natural sources like grains and seeds. We do not add any yolk colour enhancers and ensure high-quality checks of all our feed ingredients.",6 pcs,pcs,6 pcs,6,1,72,72,"V N Poultry Products Pvt Ltd, 7-122, Tukkuguda GP, Sy.no. 121 & 122, Mankhal Village, Maheshwaram(M), Telangana - 501359 ",India ,['8904304604945'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40131159_3-just-laid-eggs-brown-antibiotic-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40131159-2_2-just-laid-eggs-brown-antibiotic-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40131159-3_2-just-laid-eggs-brown-antibiotic-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40131159-4_2-just-laid-eggs-brown-antibiotic-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40131159-5_1-just-laid-eggs-brown-antibiotic-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"These are antibiotic free and freshly sourced from own farm.
Unlikely the common brown eggs, these eggs are odourless and unfertilized eggs from birds.
It is rich in protein and helps fight against cholesterol and calories.
These eggs come with stronger shells.",-,"[{'EAN Code': '8904304604945 Country of origin: India Manufacturer Name and : V N Poultry Products Pvt Ltd, 7-122, Tukkuguda GP, Sy.no. 121 & 122, Mankhal Village, Maheshwaram(M), Telangana - 501359 Best before 26-11-2021 ",-,-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,KEGGS Goldens,"KEGGS Goldens Cage Free Eggs - Odourless, Rich In Omega Fatty Acids, 12 pcs","KEGGS Cage-Free Golden are nutrient-rich, near organic eggs, produce in a safe environment with strict quality control to provide truly great-tasting eggs. This Cage Free is Odourless,antibiotic-free, bird flu-free and infertile.",12 pcs,pcs,12 pcs,12,1,260,260,Keggfarms Pvt.Ltd. Khandsa Gurugram,India ,['40259265'],['10013011001060'],https://datalabs.siva3.io/image/Eunimart_groceries_40259265_1-keggs-goldens-cage-free-eggs-odourless-rich-in-omega-fatty-acids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259265-2_1-keggs-goldens-cage-free-eggs-odourless-rich-in-omega-fatty-acids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259265-3_1-keggs-goldens-cage-free-eggs-odourless-rich-in-omega-fatty-acids.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40259265'}, {'FSSAI No': '10013011001060'}, {'Manufactured & Marketed by': 'Keggfarms Pvt.Ltd. Khandsa Gurugram'}, {'Country of origin': 'India < br> Best before 12-03-2023'}, {'",Keggfarms Pvt.Ltd. Khandsa Gurugram,-,-,-,Fresh Eggs
